SYNCount,NumberOfPackets,UniqSrcIPs,DNSCount,RSTCount,SSHCount
1,132,13,74,3,4
1,144,14,68,3,4
1,161,20,48,3,2
1,257,22,48,3,2
1,357,20,48,3,4
1,471,23,58,3,4
1,548,20,54,3,4
1,613,19,54,0,2
1,778,19,44,0,2
2,848,21,52,0,4
2,900,22,76,0,7
3,876,24,76,0,7
3,838,24,90,0,5
3,836,24,80,0,5
3,772,21,90,0,5
3,712,20,90,0,5
2,578,20,100,0,5
1,507,20,88,0,3
1,450,22,74,0,0
1,401,21,64,0,0
1,377,21,50,0,0
1,340,20,50,0,0
1,378,20,40,0,0
3,446,25,62,4,0
3,473,25,66,4,0
3,506,25,106,4,0
3,502,24,126,4,0
3,484,24,136,4,0
3,449,25,138,4,0
3,375,24,138,4,0
3,317,22,138,4,0
1,218,14,106,0,0
1,178,16,114,0,0
1,184,12,132,0,0
1,183,12,132,0,0
2,242,14,132,4,2
2,255,12,134,4,2
2,295,14,144,4,2
2,357,15,168,4,2
2,389,16,164,4,4
2,419,17,166,4,4
2,407,17,118,4,4
4,438,20,118,4,6
2,377,17,118,0,4
2,395,17,144,0,4
2,370,17,144,0,4
2,339,21,134,0,4
3,354,19,164,4,4
3,327,19,146,4,4
3,305,22,136,4,7
1,267,19,116,4,7
2,285,21,106,4,15
3,322,24,78,4,25
3,374,24,84,4,31
3,435,21,84,4,37
2,425,21,58,0,39
2,436,21,52,0,45
2,468,19,62,0,48
2,491,19,52,0,56
2,505,18,62,4,57
1,470,18,64,4,53
1,440,18,68,4,55
1,374,14,64,4,53
2,375,15,64,4,56
2,430,17,86,4,56
2,437,17,96,4,52
2,429,15,116,4,42
1,449,17,156,0,33
1,478,17,192,0,41
2,504,19,172,0,69
3,542,19,174,0,91
3,511,18,164,0,84
3,473,21,170,0,78
4,428,22,152,0,76
4,431,21,152,0,76
4,406,19,126,0,76
4,376,20,102,0,62
3,344,18,116,0,26
2,332,18,134,0,0
1,404,23,170,0,0
1,446,22,162,0,0
0,503,20,194,0,0
2,526,20,182,0,0
2,522,20,160,0,0
2,551,22,146,0,0
2,624,22,176,0,0
3,653,23,162,0,0
4,708,21,136,0,0
4,801,21,116,0,0
5,842,23,84,0,0
4,852,22,88,0,0
5,848,24,88,0,2
5,803,26,96,0,5
5,718,28,52,0,8
4,662,28,56,0,12
3,581,27,86,0,16
4,456,25,86,3,18
3,389,22,86,3,24
2,387,19,76,3,27
1,437,17,94,3,28
2,459,18,84,3,30
2,496,19,84,3,32
3,498,21,66,3,32
3,524,21,36,3,30
2,520,21,52,0,34
3,521,21,68,0,32
3,500,23,104,0,31
4,447,22,94,0,32
4,428,18,98,0,29
5,415,17,108,0,26
5,421,16,106,0,26
5,354,16,96,0,26
5,323,17,106,0,24
4,296,17,96,0,24
4,280,16,90,0,26
3,346,17,94,0,24
3,514,17,92,0,29
2,548,17,82,0,27
2,544,19,94,0,23
2,525,18,94,0,21
4,532,19,68,0,17
5,573,22,64,0,13
7,605,25,50,0,9
7,538,25,40,0,7
6,372,24,54,0,2
6,327,23,74,0,4
5,324,23,72,0,6
6,341,24,72,0,10
4,360,25,102,0,12
3,360,25,128,0,15
1,342,22,144,0,18
1,355,22,156,0,21
1,416,22,150,0,21
2,505,20,154,3,22
4,566,22,178,3,27
3,594,23,202,3,28
3,577,23,188,3,38
3,553,23,178,3,37
4,534,23,146,3,36
4,514,22,144,3,33
4,478,21,160,3,33
3,396,22,146,0,30
1,335,18,126,0,23
1,320,16,120,0,18
1,304,19,112,0,6
3,309,21,102,3,4
3,326,24,110,3,4
3,345,24,112,3,4
5,362,26,96,3,2
6,418,26,106,3,4
7,468,27,92,3,4
7,523,28,94,3,4
7,585,26,106,3,4
5,654,27,102,0,4
5,663,27,128,0,4
7,690,26,124,3,4
6,758,26,132,3,4
6,810,24,122,4,4
5,800,22,138,4,4
5,774,22,138,4,4
6,715,22,124,4,4
7,632,21,122,4,4
6,607,20,96,4,2
4,565,19,94,1,4
3,437,19,86,1,4
4,303,19,86,0,2
4,261,20,90,0,5
6,244,19,84,4,5
5,259,18,98,4,5
4,263,18,124,4,5
4,240,18,124,4,5
4,230,18,124,4,3
4,245,18,134,4,3
3,266,16,146,4,3
3,251,13,136,4,0
2,237,15,152,0,0
2,195,14,136,0,0
2,204,14,142,0,0
2,217,14,132,0,0
2,235,14,152,0,0
3,276,16,155,4,0
2,283,17,154,4,0
3,311,18,174,4,0
3,309,18,154,4,0
3,319,18,150,4,0
3,318,16,128,4,0
4,313,16,134,4,0
4,311,17,134,4,0
4,399,16,111,0,0
4,379,16,90,0,0
4,396,21,80,0,0
4,505,20,80,4,0
4,565,20,94,4,0
5,675,22,100,4,0
4,760,20,108,4,0
5,824,20,96,4,0
4,719,20,108,4,0
4,886,21,128,4,0
4,855,22,118,4,0
3,751,21,122,0,0
3,705,20,124,0,0
3,703,21,104,0,0
3,664,21,112,0,0
3,622,22,108,4,0
3,753,22,116,4,0
3,638,20,96,4,0
2,665,18,100,4,0
2,672,19,102,4,0
3,765,19,108,4,0
2,661,17,118,4,0
3,666,18,126,4,0
2,665,19,122,0,0
2,534,19,112,0,0
3,555,24,154,0,1
3,566,24,150,0,2
6,587,26,144,4,3
5,579,25,136,4,7
6,577,25,146,4,9
5,545,24,116,4,13
5,524,24,116,4,14
6,538,24,126,4,16
5,564,20,104,4,17
5,629,19,104,4,18
2,738,17,104,0,19
3,745,16,100,0,17
2,758,16,86,0,15
3,831,16,100,4,13
3,937,17,114,4,13
2,1030,17,114,4,15
2,1015,17,104,4,15
2,1015,17,104,4,17
2,931,17,94,4,17
1,884,15,114,4,18
1,899,15,118,4,19
1,1001,18,118,0,21
1,1167,21,130,0,23
2,1139,21,120,3,20
2,1342,22,124,4,18
2,1461,25,134,4,15
2,1409,24,144,4,15
2,1367,24,114,4,13
2,1335,25,104,4,13
2,1237,27,102,4,9
2,1016,26,76,4,7
2,1006,26,68,1,7
2,811,26,88,0,7
3,736,23,78,0,6
3,726,23,78,0,4
4,728,23,88,0,3
4,798,23,100,0,2
3,822,21,100,0,2
3,796,19,90,0,3
2,714,16,98,0,2
3,649,18,84,0,4
3,668,21,94,0,6
3,683,21,94,0,6
2,675,25,84,0,8
2,569,25,72,0,10
3,448,27,60,0,10
4,467,28,70,3,11
4,506,28,88,3,11
3,490,26,78,3,9
3,325,24,64,3,7
3,308,22,54,3,7
3,319,19,68,3,5
3,389,19,94,3,3
2,431,18,104,3,3
1,381,16,98,0,0
1,353,18,86,0,0
1,350,18,76,0,0
0,358,16,90,0,0
0,379,16,100,0,0
1,406,14,96,3,0
1,368,15,84,3,0
1,336,15,88,3,0
1,340,15,100,3,0
1,304,15,84,3,0
1,342,16,104,3,4
1,403,18,88,3,22
2,487,19,86,3,38
1,535,17,102,0,51
2,517,18,98,0,51
3,512,19,94,0,51
4,526,22,88,3,51
4,634,20,112,3,51
4,660,19,112,3,47
4,654,20,118,3,29
3,590,19,120,3,13
3,508,16,114,3,0
2,544,15,134,3,0
2,552,19,134,3,0
1,555,18,154,0,0
1,451,18,140,0,0
1,379,18,140,0,0
1,299,17,140,0,0
2,261,16,140,0,2
2,251,18,140,0,2
2,205,16,120,0,2
1,190,13,120,0,2
1,152,12,100,0,2
1,144,12,100,0,2
1,141,13,100,0,2
2,148,18,100,0,4
1,178,13,100,0,34
1,208,13,90,0,60
1,253,13,90,0,92
1,307,15,90,0,117
1,317,18,90,0,117
1,349,21,90,0,117
1,363,21,80,0,117
0,372,19,70,0,115
0,369,20,70,0,85
0,344,22,70,0,59
1,362,23,72,0,47
1,359,22,72,0,32
1,423,22,72,0,32
1,526,21,62,0,62
1,548,23,52,0,64
1,549,22,52,0,68
1,551,21,42,0,97
1,541,19,32,0,100
0,549,20,40,0,100
0,551,18,60,0,103
0,495,18,60,0,106
0,421,16,60,0,113
0,396,15,70,0,119
0,396,17,80,0,117
0,452,19,116,0,90
0,500,19,130,0,89
0,451,19,134,0,72
0,452,17,120,0,80
0,484,20,130,0,88
0,479,19,164,0,53
1,530,19,172,0,51
1,657,19,208,0,49
1,620,18,186,0,49
1,638,18,202,0,59
2,680,19,197,0,70
2,666,19,202,0,49
2,671,19,196,0,38
2,636,19,172,0,36
2,599,21,170,0,30
2,470,20,154,0,30
2,419,18,160,0,26
2,373,19,140,0,14
1,369,19,131,0,0
2,359,20,112,0,0
2,406,18,108,0,0
2,501,18,118,0,0
2,539,20,132,0,0
3,563,22,126,0,0
3,607,22,126,0,0
3,711,21,142,0,0
3,769,21,132,0,0
2,806,20,154,0,0
2,710,18,160,0,0
2,608,18,150,0,0
1,600,14,160,0,0
1,681,16,170,0,2
1,743,15,176,0,5
1,662,15,184,0,8
2,574,16,200,0,11
2,509,17,176,0,13
2,517,18,164,0,17
2,534,17,180,0,20
2,510,17,174,0,23
2,415,19,156,0,24
3,361,20,154,0,27
3,348,20,156,0,27
2,334,20,160,0,27
3,344,19,162,0,27
3,354,19,188,0,23
3,328,19,172,0,20
3,285,20,138,0,17
3,291,21,158,0,14
2,230,19,150,0,8
3,263,20,156,0,7
4,309,21,136,0,4
3,366,20,154,0,2
3,424,18,154,0,2
3,475,17,144,0,2
3,578,17,200,0,2
3,635,19,178,0,2
3,778,19,196,0,4
2,791,18,180,0,2
1,784,18,180,0,4
1,843,18,184,0,4
1,836,18,170,0,6
3,876,23,190,0,6
3,887,22,134,0,6
2,896,21,150,0,10
3,826,24,156,0,8
3,836,23,150,0,8
3,856,25,160,0,6
3,804,25,138,0,6
4,856,26,140,0,4
2,868,21,154,0,4
2,897,21,170,0,4
3,824,19,152,0,0
2,786,19,132,0,0
2,798,19,152,0,0
2,735,20,152,0,0
2,694,17,160,0,0
2,630,16,162,0,0
2,563,18,162,0,0
2,449,18,172,0,0
2,442,17,170,0,0
2,429,17,160,0,0
2,361,17,120,0,4
2,408,14,120,0,6
2,544,14,120,0,10
1,506,13,122,0,12
2,506,13,112,0,15
2,492,13,96,0,16
2,514,15,86,0,18
3,512,15,88,0,20
3,490,16,88,0,20
3,475,15,88,0,20
4,419,19,88,0,18
4,578,17,130,0,20
3,583,17,142,0,21
4,637,19,178,0,26
3,649,17,208,0,33
2,674,17,242,0,36
2,675,17,260,0,34
2,654,17,274,0,36
2,564,15,282,0,39
2,401,15,236,0,35
2,369,13,212,0,31
1,330,18,176,0,25
1,351,20,166,0,16
1,359,20,140,0,11
1,392,20,132,0,11
1,404,20,108,0,9
1,386,19,100,0,4
1,379,21,84,0,4
1,382,21,83,0,4
1,378,22,82,0,6
2,318,23,62,0,6
2,252,20,42,0,6
2,201,19,32,0,4
2,176,21,38,0,2
1,173,23,32,0,2
1,291,22,60,0,4
1,386,21,69,0,4
2,469,21,62,0,2
1,563,17,98,0,2
1,693,18,106,0,2
1,768,18,114,0,2
1,846,18,130,0,4
1,884,17,142,0,8
2,776,19,112,0,6
2,675,20,92,0,6
1,590,18,120,0,6
1,490,18,84,0,6
1,394,19,90,0,8
1,330,17,88,0,10
2,263,20,92,0,8
3,236,22,82,0,4
2,243,20,96,0,6
2,279,19,132,0,6
2,264,19,102,0,6
3,292,20,112,0,8
3,292,19,98,0,8
4,341,18,132,0,6
3,343,17,106,0,6
2,373,16,132,0,8
2,380,17,142,0,6
2,366,17,122,0,6
2,409,17,156,0,6
1,432,15,172,0,4
1,428,16,182,0,2
0,414,17,172,0,2
0,408,15,186,0,2
0,386,14,180,0,0
0,451,16,186,0,24
1,527,16,192,0,46
1,512,16,188,0,48
1,476,14,192,0,48
1,504,14,202,0,48
1,507,15,182,0,48
1,612,15,178,0,56
2,748,16,184,0,60
2,745,16,172,0,42
2,658,15,152,0,20
4,704,16,164,0,18
5,800,16,170,0,18
5,875,16,174,0,18
5,918,16,190,0,18
5,811,19,190,0,10
4,696,19,202,0,6
4,649,19,210,0,0
3,643,19,208,0,0
1,579,19,166,0,0
0,502,18,170,0,0
0,398,17,156,0,2
0,319,17,140,0,2
0,305,17,130,0,2
1,269,19,106,0,2
1,230,17,90,0,2
1,353,16,100,0,2
1,371,16,120,0,2
2,379,17,102,0,6
3,407,17,128,0,4
3,400,17,124,0,4
3,427,16,144,0,6
2,440,16,154,0,8
3,447,16,158,0,10
5,420,16,176,0,12
6,436,16,192,0,12
5,422,16,180,0,10
4,379,15,154,0,12
4,408,18,170,0,16
4,388,18,158,0,14
4,372,18,142,0,12
3,370,18,134,0,22
1,285,21,106,0,22
0,284,20,80,0,22
0,330,20,100,0,20
0,391,20,102,0,18
0,413,20,92,0,14
0,472,19,120,0,14
0,512,19,126,0,14
0,567,18,150,0,2
0,637,19,170,0,0
0,640,19,170,0,0
0,585,19,150,0,0
0,549,18,148,0,0
0,561,16,170,0,4
0,529,18,144,0,4
0,605,18,150,0,4
0,655,17,130,0,4
0,665,17,128,0,4
0,616,16,120,0,4
0,584,16,110,0,4
0,597,15,130,0,9
0,712,15,106,0,25
0,773,16,96,0,45
1,732,17,82,0,55
1,633,18,72,0,57
1,566,18,74,0,59
1,576,17,78,0,61
1,608,18,86,0,61
1,591,17,62,0,56
1,434,17,62,0,36
1,349,17,66,0,16
0,293,14,74,0,6
0,271,13,80,0,4
0,242,12,80,0,2
0,217,12,74,0,0
0,185,14,70,0,0
0,162,14,70,0,0
2,166,18,80,0,0
2,172,16,92,0,0
2,134,16,76,0,0
2,134,14,80,0,0
2,140,14,84,0,0
2,161,15,100,0,0
2,156,14,96,0,0
2,177,18,100,0,0
0,179,13,94,0,0
0,205,9,98,0,0
0,211,10,100,0,0
0,204,10,90,0,0
0,192,11,76,0,0
0,184,12,70,0,0
0,201,12,84,0,0
0,171,12,80,0,0
0,140,13,76,0,0
0,200,15,56,0,0
0,327,16,60,0,0
0,344,14,74,0,0
0,356,14,70,0,0
0,446,15,80,0,0
0,488,15,66,0,0
0,567,16,60,0,0
0,614,17,60,0,0
0,552,17,84,0,0
0,465,16,94,0,0
0,520,16,106,0,0
0,532,15,100,0,0
0,509,14,100,0,6
1,495,16,100,0,6
1,522,18,130,0,6
1,503,14,132,0,6
1,545,14,116,0,6
2,611,14,112,0,6
2,584,16,108,0,6
2,579,16,118,0,6
3,524,16,112,0,0
2,511,16,118,0,0
2,404,15,88,0,0
2,389,17,86,0,0
2,325,18,96,0,0
2,264,20,82,0,0
4,303,23,82,0,0
4,312,22,72,0,0
3,335,22,68,0,0
3,329,22,82,0,0
3,336,22,94,0,0
3,327,20,92,0,0
4,351,20,76,0,0
3,438,20,84,0,11
1,501,18,82,0,26
1,546,17,82,0,41
2,582,17,84,0,54
2,593,17,74,0,54
2,616,17,62,0,54
2,633,17,54,0,54
1,600,17,54,0,54
1,491,17,62,0,43
1,373,17,52,0,28
1,321,16,62,0,13
0,271,17,60,0,0
0,289,16,50,0,0
2,493,16,70,0,0
2,546,16,80,0,0
2,589,16,98,0,0
2,612,16,94,0,0
2,620,15,104,0,0
2,692,14,100,0,0
2,713,15,100,0,0
2,676,16,100,0,0
2,552,17,92,0,0
2,518,17,92,0,0
2,475,19,72,0,0
2,479,19,58,0,0
3,462,21,48,0,0
4,394,20,52,0,0
4,418,20,76,0,0
4,431,20,92,0,1
4,389,22,80,0,1
4,428,25,80,0,1
5,432,24,80,0,1
5,476,23,90,0,1
5,518,22,100,0,1
4,549,21,94,0,1
5,519,21,80,0,1
5,517,20,90,0,0
3,444,17,90,0,0
3,373,13,90,0,0
4,588,14,110,0,24
4,547,15,120,0,52
3,514,15,120,0,60
3,458,15,126,0,60
3,451,13,126,0,61
4,463,16,118,0,61
4,488,16,130,0,61
4,501,16,142,0,61
2,273,17,132,0,37
2,242,18,112,0,9
2,251,20,102,0,1
2,287,22,112,0,1
1,337,21,102,0,0
0,343,18,104,0,0
0,364,18,112,0,0
0,405,18,94,0,0
0,435,19,100,0,0
0,470,19,110,0,0
0,477,21,120,0,0
0,482,19,110,0,0
0,463,17,110,0,0
0,438,18,100,0,0
0,431,20,110,0,0
0,434,20,126,0,0
0,407,18,110,0,0
0,388,17,124,0,0
0,394,20,110,0,0
0,361,20,110,0,0
0,348,16,116,0,0
0,369,16,130,0,0
0,341,18,100,0,0
0,288,18,90,0,0
0,290,16,100,0,0
0,268,16,96,0,0
0,254,14,100,0,0
0,269,14,100,0,0
0,226,12,94,0,0
0,192,11,80,0,0
0,191,13,90,0,0
0,180,12,90,0,0
0,171,15,80,0,0
0,204,13,76,0,0
0,173,13,70,0,0
0,157,11,70,0,0
0,165,12,74,0,0
0,176,12,70,0,0
0,327,12,80,0,97
0,332,14,70,0,101
0,330,13,70,0,101
0,395,12,64,0,101
1,520,13,76,0,101
1,652,18,90,0,101
1,804,18,76,0,101
1,966,18,70,0,101
1,898,18,60,0,4
1,939,18,70,0,0
2,977,21,80,0,0
3,882,19,70,0,0
2,965,18,68,0,0
4,969,16,50,0,0
4,948,16,52,0,0
6,872,16,74,0,0
6,820,16,84,0,0
7,824,16,74,0,0
6,821,16,84,0,0
6,823,16,100,0,0
6,760,18,100,0,0
5,719,18,94,0,0
5,627,16,110,0,0
3,584,16,90,0,1
5,584,18,70,0,2
4,557,18,80,0,2
4,604,24,80,0,2
11,793,24,64,0,2
21,1002,23,70,0,2
20,981,23,70,0,2
20,995,23,62,0,2
20,993,23,74,0,1
18,980,20,90,0,0
18,1011,19,90,0,0
19,946,21,70,0,0
11,820,24,78,0,0
1,556,24,84,0,0
1,490,18,94,0,0
1,496,18,94,0,0
1,479,17,80,0,0
2,499,20,74,0,0
2,537,21,74,0,0
2,546,21,94,0,0
2,508,20,96,0,0
2,473,22,70,0,0
2,575,22,60,0,0
2,596,23,60,0,0
2,629,24,80,0,0
1,686,23,90,0,0
1,687,23,80,0,0
0,666,19,60,0,0
0,663,17,60,0,0
0,715,15,80,0,0
0,718,17,94,0,4
0,734,17,94,0,8
1,719,18,96,0,12
1,697,20,82,0,19
1,686,20,96,0,19
1,710,19,102,0,19
2,747,20,106,0,19
2,737,20,106,0,19
2,641,20,102,1,15
2,566,20,108,1,11
1,529,20,90,1,7
2,489,21,94,1,0
2,445,21,90,1,0
2,473,21,84,1,0
1,420,20,90,1,0
1,323,20,70,1,0
1,311,18,64,0,0
1,291,16,68,0,0
1,321,17,90,0,0
1,380,19,80,0,0
1,392,20,70,0,0
1,343,20,80,0,0
2,339,21,84,0,0
2,352,21,100,0,0
2,348,19,116,0,0
2,362,19,118,0,0
2,354,17,110,0,0
1,284,17,124,0,1
1,238,14,134,0,1
1,237,14,130,0,1
0,239,15,116,0,5
0,226,16,100,0,7
0,238,17,80,0,9
0,239,19,78,0,10
0,231,19,90,0,13
0,210,18,76,0,16
0,215,18,66,0,18
0,217,18,70,0,20
0,209,16,70,0,20
0,228,15,90,0,23
0,216,14,110,0,21
0,195,10,104,0,20
0,173,13,80,0,18
0,181,15,100,0,14
0,193,13,100,0,12
0,230,14,100,0,10
1,259,16,100,0,6
1,299,19,98,0,1
1,344,21,92,0,1
1,382,21,88,0,1
1,390,16,102,0,0
1,368,14,82,0,0
1,468,17,102,0,0
1,475,16,92,0,0
0,469,17,92,0,0
0,427,18,78,0,0
0,441,17,90,0,0
0,545,17,90,0,0
0,578,16,90,0,0
0,626,18,110,0,0
0,687,19,120,0,0
0,890,17,140,0,0
0,877,16,130,0,0
1,896,17,152,0,0
1,958,17,146,0,0
1,973,17,152,0,0
1,999,19,162,0,0
3,1023,22,166,0,0
3,938,23,156,0,0
3,985,24,156,0,0
3,1187,25,166,0,0
2,1412,22,140,0,0
3,1474,23,156,0,0
4,1423,24,150,0,0
4,1480,23,134,0,0
2,1580,21,130,0,0
3,1603,23,120,0,0
3,1384,23,120,0,0
3,1399,24,136,0,0
3,1190,24,156,0,0
2,1073,24,140,0,0
1,996,22,140,0,0
1,989,21,146,0,0
1,945,21,146,0,0
0,856,19,146,0,0
0,961,19,126,0,0
0,774,19,114,0,0
0,732,17,110,0,0
0,672,15,110,0,0
0,634,15,100,0,0
0,503,14,80,0,0
0,404,13,80,0,0
0,384,15,80,0,0
0,207,12,94,0,0
0,159,12,86,0,0
0,140,13,70,0,0
0,133,13,70,0,0
0,141,12,80,0,2
0,171,14,100,0,5
0,147,16,80,0,5
0,124,15,70,0,5
0,107,15,56,0,5
1,104,15,60,0,5
1,121,17,74,0,5
1,115,16,70,0,5
1,122,16,80,0,3
1,119,14,90,0,0
1,136,14,100,0,1
1,172,16,120,0,1
1,198,19,136,0,1
0,196,16,131,0,1
0,220,16,140,0,2
0,230,16,140,0,2
0,239,17,134,0,2
1,249,19,124,0,3
1,263,19,120,0,2
2,261,23,110,0,2
2,255,22,108,0,2
2,321,23,109,0,33
3,356,24,118,0,33
4,371,25,120,0,34
5,366,25,112,0,34
4,338,23,92,0,33
5,352,25,116,0,33
4,355,23,126,0,33
4,393,24,132,0,34
4,343,24,136,0,3
3,307,21,128,0,2
2,295,20,130,0,1
1,288,17,144,0,2
1,296,20,150,0,2
1,257,21,120,0,2
1,238,22,110,0,2
2,198,23,106,0,1
2,190,23,110,0,2
2,163,24,96,0,2
2,171,24,110,0,2
3,170,26,96,0,2
3,191,22,114,0,2
3,232,21,130,0,2
3,239,20,140,0,2
2,243,19,144,0,2
2,236,19,144,0,1
2,234,19,148,0,1
2,225,19,140,0,1
1,230,15,144,0,0
1,217,15,136,0,0
0,168,12,120,0,0
0,149,12,104,0,0
0,154,11,114,0,0
0,150,10,106,0,0
1,165,14,116,0,0
2,158,16,108,0,0
2,131,16,98,0,0
2,113,17,92,0,0
4,158,18,94,0,2
4,189,17,118,0,4
4,195,17,108,0,8
4,198,16,106,0,12
3,269,17,108,0,18
2,358,14,90,0,22
2,403,15,114,0,26
2,407,17,110,0,28
1,417,15,108,0,30
1,407,17,90,0,30
1,403,19,90,0,32
1,488,19,96,0,32
1,439,19,80,0,30
1,392,17,80,0,30
1,407,16,66,0,26
1,410,15,80,0,24
0,396,13,80,0,20
0,380,11,80,0,18
0,371,14,70,0,12
0,312,15,60,0,9
0,280,16,60,0,5
0,275,16,80,0,2
0,251,15,80,0,2
0,243,15,64,0,3
0,208,15,70,0,4
0,204,15,60,0,4
0,219,14,60,0,5
0,344,16,80,0,5
1,469,22,82,0,6
1,427,22,72,0,6
2,409,22,62,0,6
2,432,22,58,0,5
2,447,24,66,0,4
3,502,25,82,0,4
3,596,22,72,0,3
3,496,21,111,0,3
4,399,17,110,0,3
5,431,17,106,0,2
4,442,17,122,0,3
5,454,18,136,0,4
5,547,20,132,0,4
4,597,19,122,0,8
4,533,19,122,0,23
4,493,20,63,0,30
2,526,21,62,0,37
1,593,20,70,0,49
1,663,21,80,0,56
0,661,19,66,0,63
0,606,18,56,0,69
0,561,18,64,0,74
1,571,19,80,0,68
2,625,22,104,0,72
2,635,23,122,0,76
3,614,25,122,0,74
3,637,23,102,0,74
4,745,23,124,0,74
4,749,19,152,0,68
5,733,24,140,0,59
4,682,22,144,0,50
4,621,17,120,0,38
4,555,19,112,0,26
3,484,18,112,0,17
4,384,22,118,0,10
3,247,22,112,0,2
3,190,22,90,0,3
2,154,18,100,0,4
2,146,18,94,0,5
1,146,19,94,0,6
1,132,20,74,0,6
1,142,18,70,0,6
0,130,14,58,0,6
0,132,14,42,0,6
0,133,15,36,0,6
0,124,15,24,0,6
1,152,18,10,0,7
1,245,16,50,0,6
1,299,18,50,0,8
1,339,18,50,0,8
1,355,18,50,0,8
1,343,17,50,0,8
1,350,16,50,0,8
1,367,19,60,0,8
0,351,19,74,0,8
0,296,17,40,0,8
0,308,15,40,0,7
0,358,15,74,0,7
0,464,14,80,0,8
0,491,15,80,0,9
0,496,16,90,0,8
0,519,14,80,0,7
0,503,13,66,0,5
0,484,13,70,0,5
0,457,14,70,0,4
0,354,16,36,0,3
0,270,16,30,0,1
0,288,15,30,0,0
0,293,14,40,0,0
0,287,14,40,0,0
0,281,14,48,0,0
0,283,16,64,0,0
0,264,14,94,0,0
1,270,13,104,0,0
1,252,13,110,0,0
1,264,11,110,0,0
1,314,16,128,0,1
1,342,16,140,0,1
1,438,18,162,0,3
1,467,20,146,0,4
1,499,21,116,0,5
0,605,18,96,0,36
1,630,21,108,0,37
1,604,22,136,0,38
1,531,20,102,0,37
1,469,20,90,0,39
1,380,19,70,0,38
2,325,18,60,0,39
2,299,21,80,0,39
2,198,20,100,0,8
2,165,16,82,0,7
2,169,18,78,0,6
3,194,18,80,0,6
3,209,20,90,0,4
3,236,21,94,0,3
3,273,21,120,0,1
4,361,18,100,0,0
4,483,16,100,0,0
3,527,15,130,0,0
5,535,16,126,0,0
4,512,16,120,0,0
5,506,14,110,0,0
5,493,14,118,0,0
4,512,17,134,0,0
6,476,17,150,0,0
8,444,17,180,0,0
11,479,18,160,0,0
15,576,20,140,0,8
15,657,19,140,0,20
14,711,19,154,0,28
14,775,19,168,0,40
14,841,19,160,0,40
11,853,18,150,0,40
9,748,20,110,0,40
6,653,19,100,0,40
0,518,18,100,0,32
0,458,19,110,0,23
0,405,21,96,0,19
0,334,19,60,0,11
1,219,22,26,0,11
1,129,22,20,0,11
1,119,22,10,0,11
1,122,22,10,0,11
1,123,21,20,0,11
1,110,20,10,0,8
1,163,18,10,0,11
1,216,17,10,0,24
0,294,15,10,0,50
0,357,17,10,0,68
0,393,17,12,0,84
0,421,17,12,0,102
0,448,17,2,0,120
0,500,19,14,0,139
0,469,17,24,0,139
0,405,17,24,0,122
0,332,17,34,0,96
0,302,13,54,0,78
0,296,13,72,0,62
0,325,12,82,0,44
1,349,12,82,0,26
1,339,12,70,0,7
1,346,13,74,0,0
1,391,13,80,0,0
1,377,14,70,0,0
2,408,14,50,0,0
2,438,15,36,0,0
3,446,14,30,0,0
2,436,14,30,0,0
4,409,16,40,0,0
4,387,14,36,0,0
5,361,16,30,0,0
5,354,16,30,0,0
4,294,18,40,0,0
5,246,18,34,0,0
4,195,18,30,0,0
5,241,18,54,0,0
3,315,16,60,0,0
3,330,16,54,0,0
2,366,15,74,0,1
18,727,16,90,0,1
18,846,17,90,0,2
17,986,16,100,0,2
17,1034,16,120,0,2
16,985,16,110,0,2
16,899,16,100,0,2
16,898,18,106,0,10
17,866,21,96,0,15
1,535,19,90,0,21
1,434,16,90,0,24
1,344,14,86,0,32
1,383,14,80,0,40
1,354,17,66,0,46
1,392,17,90,0,54
1,400,17,92,0,50
0,390,14,92,0,44
0,404,14,82,0,38
0,389,14,72,0,34
0,327,14,66,0,26
0,248,16,74,0,18
0,252,13,92,0,12
0,213,14,62,0,4
0,247,13,60,0,0
0,303,14,54,0,0
0,286,14,70,0,0
0,298,14,80,0,0
1,310,18,80,0,0
1,310,19,68,0,0
1,318,18,50,0,0
2,389,18,60,0,0
2,378,18,60,0,0
2,376,18,56,0,0
2,430,19,50,0,2
2,495,23,40,0,8
1,554,21,60,0,14
1,635,20,60,0,20
1,714,20,70,0,26
0,708,17,60,0,29
0,656,19,60,0,31
0,656,18,70,0,61
0,635,18,60,0,89
1,624,20,80,0,109
1,598,21,60,0,104
1,498,23,50,0,100
1,404,23,40,0,94
2,363,24,40,0,93
2,359,23,30,0,91
2,342,23,20,0,61
3,309,26,22,0,33
2,254,23,12,0,7
3,218,21,12,0,8
3,229,22,12,0,6
3,236,23,22,0,6
2,231,21,42,0,4
2,234,21,42,0,6
2,193,21,46,0,6
1,191,16,50,0,4
1,181,18,50,0,6
0,236,16,60,0,30
0,306,15,60,0,68
0,374,17,54,0,104
0,414,18,40,0,135
0,405,18,40,0,135
0,414,19,56,0,135
0,406,21,60,0,136
0,422,20,60,0,134
1,409,21,58,0,110
1,392,21,68,0,76
1,360,19,64,0,40
1,430,19,68,0,9
3,547,22,96,0,7
3,539,22,76,0,7
3,562,20,86,0,6
3,573,20,106,0,6
2,531,19,98,0,4
2,506,15,102,0,0
2,489,15,118,0,0
3,412,17,128,0,7
