NumberOfPackets1,SYNCount60,UniqSrcIps60,DNSCount60,RSTCount32,RSTCount60,SSHCount60
122,158,48,6889,0,0,0
104,147,48,6956,0,0,0
67,147,48,6998,0,0,0
166,128,48,7028,0,0,0
183,122,48,6998,0,0,0
95,122,48,6886,0,0,0
93,124,50,6742,0,0,0
306,149,50,6596,0,0,0
215,153,47,6418,0,0,0
89,154,46,6362,0,0,0
71,154,46,6292,0,0,0
186,159,48,6130,0,0,0
69,147,45,5964,0,0,0
52,143,42,5816,0,0,0
49,144,42,5706,0,0,0
202,160,44,5594,0,0,0
39,160,43,5499,0,0,0
20,151,42,5328,0,0,0
3,150,42,5198,0,0,0
20,142,42,5094,0,0,0
14,138,42,4988,0,0,0
152,145,42,4888,0,0,0
68,129,42,4838,0,0,0
46,129,42,4838,0,0,0
83,129,42,4878,0,0,0
110,129,43,4832,0,0,0
55,129,43,4768,0,0,0
83,128,43,4742,0,0,0
72,128,43,4708,0,0,0
72,130,43,4658,0,0,0
31,128,43,4588,0,0,0
9,128,43,4508,0,0,0
43,130,45,4418,0,0,0
381,144,44,4342,0,0,0
132,150,45,4174,0,0,0
59,150,45,4094,0,0,0
187,160,45,4074,0,0,0
53,162,45,3974,0,0,0
97,162,45,3894,0,0,2
66,162,45,3824,0,0,2
99,162,45,3844,0,0,2
115,162,45,3804,0,0,2
103,162,45,3687,0,0,4
94,161,45,3602,0,0,4
82,152,45,3564,0,0,4
53,151,45,3544,0,0,4
71,139,44,3480,0,0,6
89,138,43,3512,0,0,6
137,138,43,3601,0,0,6
79,138,43,3582,0,0,6
109,138,43,3562,0,0,6
99,120,43,3496,0,0,6
81,119,43,3372,0,0,6
97,119,43,3326,0,0,6
83,118,43,3216,0,0,6
115,118,43,3144,0,0,6
182,118,43,3096,0,0,6
134,118,43,3006,0,0,6
418,145,44,2948,0,0,6
153,148,44,2920,0,0,6
104,148,44,2912,0,0,6
81,148,43,2892,0,0,6
79,148,43,2910,0,0,6
98,148,43,2880,0,0,6
192,155,43,2818,0,0,6
113,155,43,2870,0,0,6
114,153,42,2968,0,0,6
99,128,41,3058,0,0,6
89,117,38,3116,0,0,6
208,116,36,3292,0,0,6
73,116,36,3336,0,0,6
49,112,37,3362,0,0,6
31,112,37,3372,0,0,6
24,112,38,3362,0,0,6
107,111,37,3432,0,0,6
69,95,37,3472,0,0,6
134,95,37,3572,0,0,6
151,95,37,3692,0,0,6
103,95,37,3772,0,0,6
194,95,37,3928,0,0,6
107,95,37,3992,0,0,6
138,88,37,4062,0,0,6
158,89,36,4119,0,0,6
130,89,36,4152,0,0,6
129,90,37,4162,0,0,6
99,90,37,4128,0,0,6
154,92,37,4176,0,0,10
152,92,37,4186,0,0,21
125,92,37,4216,0,0,21
177,90,37,4266,0,0,21
156,90,37,4326,0,0,21
165,90,35,4426,0,0,21
150,88,36,4502,0,0,21
181,63,36,4506,0,0,21
63,57,34,4484,0,0,21
142,57,34,4558,0,0,21
185,47,33,4614,0,0,21
171,45,31,4684,0,0,21
113,45,31,4650,0,0,19
83,45,31,4666,0,0,19
129,45,31,4704,0,0,19
83,45,31,4674,0,0,19
215,58,34,4662,0,0,17
98,58,34,4684,0,0,17
83,59,34,4686,0,0,17
97,59,34,4742,0,0,17
128,60,36,4804,0,0,15
89,60,36,4784,0,0,15
198,61,36,4826,0,0,15
188,61,36,4936,0,0,15
142,61,36,4916,0,0,15
21,61,36,4876,0,0,15
15,61,36,4836,0,0,15
59,63,36,4790,0,0,15
75,65,39,4750,0,0,15
219,87,41,4680,0,0,15
39,88,41,4560,0,0,15
10,88,41,4520,0,0,15
137,67,41,4450,0,0,15
47,66,39,4360,0,0,15
3,66,39,4269,0,0,15
13,67,39,4200,0,0,15
32,68,39,4140,0,0,15
30,68,39,4060,0,0,15
83,61,39,4072,0,0,15
21,61,38,4000,0,0,15
50,61,38,3940,0,0,15
60,61,38,3900,0,0,15
24,61,38,3841,0,0,15
59,61,38,3704,0,0,15
84,61,38,3730,0,0,15
46,60,36,3740,0,0,15
13,60,36,3740,0,0,15
12,60,36,3750,0,0,15
86,60,36,3760,0,0,17
49,60,36,3750,0,0,21
33,60,35,3670,0,0,23
61,60,35,3590,0,0,27
115,62,38,3588,0,0,29
88,62,38,3490,0,0,31
47,63,38,3428,0,0,37
121,64,38,3408,0,0,45
80,63,38,3383,0,0,47
80,64,38,3350,0,0,55
155,64,38,3364,0,0,65
55,64,38,3334,0,0,70
76,62,38,3280,0,0,71
251,70,39,3190,0,0,68
58,72,39,3100,0,0,72
51,72,39,3060,0,0,74
106,73,40,3046,0,0,82
109,73,40,3040,0,0,88
128,73,40,3020,0,0,116
57,72,40,3026,0,0,118
139,78,41,3046,0,0,123
102,78,41,3012,0,0,123
90,78,41,2986,0,0,123
105,78,41,2972,0,0,132
135,78,40,3014,0,0,154
64,78,40,2994,0,0,154
56,78,40,2926,0,0,154
161,80,41,2950,0,0,154
76,67,39,2968,0,0,154
68,67,39,2936,0,0,157
76,66,39,2952,0,0,161
68,66,39,2926,0,0,166
30,65,38,2844,0,0,166
84,65,38,2864,0,0,166
54,65,38,2762,0,0,166
261,80,38,2702,0,0,166
81,80,37,2732,0,0,166
92,81,37,2802,0,0,166
163,82,37,2942,0,0,166
87,81,37,2992,0,0,166
170,80,36,3132,0,0,166
125,58,36,3222,0,0,166
66,57,33,3282,0,0,166
71,57,33,3332,0,0,166
75,51,33,3400,0,0,166
139,51,34,3496,0,0,166
110,51,34,3586,0,0,166
96,50,34,3666,0,0,166
349,66,34,3726,0,0,180
242,73,36,3820,0,0,200
171,73,36,3830,0,0,216
122,73,36,3870,0,0,238
211,73,36,3977,0,0,261
135,73,36,4020,0,0,282
94,73,36,4089,0,0,284
85,73,36,4100,0,0,284
97,73,36,4090,0,0,284
163,75,36,4160,0,0,284
205,76,36,4308,0,0,284
106,76,37,4364,0,0,284
96,76,37,4374,0,0,282
172,77,38,4444,0,0,310
117,77,38,4454,0,0,345
123,77,38,4464,0,0,379
130,75,38,4456,0,0,412
101,75,38,4468,0,0,416
74,74,37,4526,0,0,410
63,73,37,4506,0,0,402
154,79,38,4514,0,0,400
127,78,38,4596,0,0,392
73,77,38,4562,0,0,382
52,77,38,4572,0,0,377
8,77,38,4532,0,0,372
76,73,41,4542,0,0,364
9,71,39,4542,0,0,360
32,71,39,4532,0,0,358
137,75,40,4476,0,0,350
29,76,40,4382,0,0,344
9,76,40,4302,0,0,316
113,87,41,4252,0,0,314
97,91,43,4202,0,0,309
42,93,44,4122,0,0,309
44,95,45,4034,0,0,311
34,96,45,3948,0,0,304
63,96,45,3910,0,0,284
80,97,45,3909,0,0,284
208,110,46,3894,0,0,284
65,109,46,3830,0,0,284
46,109,46,3784,0,0,284
27,109,46,3744,0,0,281
42,109,46,3706,0,0,277
90,116,46,3664,1,1,272
40,116,46,3674,1,1,272
80,118,46,3644,1,1,272
36,117,46,3624,1,1,272
44,102,46,3564,1,1,272
14,102,46,3494,1,1,272
53,101,46,3464,1,1,272
28,100,46,3346,1,1,272
51,99,46,3330,1,1,272
33,99,45,3210,1,1,272
32,99,45,3140,1,1,276
32,99,45,3100,1,1,280
33,99,45,3060,1,1,284
16,99,45,3000,1,1,288
74,96,45,2964,1,1,291
62,96,44,2924,1,1,291
52,96,44,2864,1,1,291
95,80,43,2854,1,1,277
115,74,43,2800,1,1,257
114,75,43,2762,1,1,241
31,75,43,2732,1,1,219
40,75,43,2625,1,1,196
68,75,43,2600,1,1,175
52,75,43,2562,1,1,173
60,75,43,2552,1,1,173
66,76,43,2522,1,1,173
42,74,42,2452,1,1,173
140,79,42,2344,1,1,173
30,79,41,2308,1,1,173
30,79,41,2248,1,1,173
60,78,40,2198,1,1,141
90,78,39,2248,1,1,104
82,78,39,2268,0,1,66
82,78,39,2260,0,1,31
177,78,39,2218,0,1,25
56,78,39,2158,0,1,25
42,78,39,2138,0,1,25
100,71,39,2166,0,1,25
81,71,39,2124,0,1,25
109,71,39,2154,0,1,25
96,71,39,2164,0,1,25
186,71,39,2244,0,1,25
220,67,36,2334,0,1,25
186,67,36,2404,0,1,25
187,67,36,2454,0,1,25
166,62,36,2494,0,1,25
180,61,35,2564,0,1,25
196,61,35,2652,0,1,25
102,50,35,2716,0,1,25
74,40,32,2784,0,1,25
60,38,32,2834,0,1,25
43,36,30,2872,0,1,23
81,36,30,2922,0,1,21
0,36,30,2862,0,1,19
3,35,30,2807,0,1,19
33,22,30,2792,0,1,19
44,21,29,2782,0,1,19
71,21,29,2792,0,1,19
88,21,29,2832,0,1,19
203,22,29,2870,0,1,19
159,15,29,2892,0,0,19
164,15,29,2902,0,0,19
171,13,29,2932,0,0,19
59,13,29,2932,0,0,19
21,13,29,2932,0,0,19
64,13,29,2982,0,0,19
78,13,29,3002,0,0,19
108,13,29,3082,0,0,19
107,13,29,3132,0,0,19
96,12,27,3202,0,0,19
121,12,27,3282,0,0,17
70,12,27,3332,0,0,13
66,12,27,3372,0,0,9
80,12,27,3442,0,0,5
264,31,29,3436,0,0,2
109,33,29,3456,0,0,2
77,33,29,3508,0,0,2
88,32,29,3536,0,0,2
137,32,29,3576,0,0,2
75,31,28,3594,0,0,2
56,31,29,3614,0,0,2
127,31,29,3654,0,0,2
89,31,29,3664,0,0,2
91,31,29,3682,0,0,2
111,31,29,3704,0,0,2
81,30,29,3744,0,0,2
126,30,29,3784,0,0,2
155,33,30,3776,0,0,2
342,51,31,3836,0,0,2
167,51,31,3896,0,0,2
61,51,31,3886,0,0,2
88,51,31,3856,0,0,2
94,51,31,3836,0,0,2
111,51,31,3824,0,0,2
63,51,31,3796,0,0,2
78,51,31,3826,0,0,10
194,52,31,3908,0,0,35
176,52,31,3869,0,0,65
273,52,31,3868,0,0,91
93,52,31,3818,0,0,112
104,52,31,3818,0,0,133
94,52,31,3788,0,0,155
110,52,31,3798,0,0,155
95,54,32,3788,0,0,155
168,62,32,3708,0,0,155
166,72,32,3660,0,0,155
28,74,34,3590,0,0,155
10,74,34,3512,0,0,155
6,74,34,3448,0,0,155
3,74,34,3380,0,0,155
26,74,34,3320,0,0,155
104,77,35,3290,0,0,155
212,90,35,3240,0,0,155
28,90,35,3240,0,0,172
104,90,35,3250,0,0,226
149,92,38,3230,0,0,277
32,92,38,3210,0,0,295
258,113,39,3190,0,0,295
212,128,42,3152,0,0,295
12,128,42,3084,0,0,295
7,128,42,3044,0,0,295
18,128,42,3004,0,0,295
32,129,42,2944,0,0,295
58,129,40,2944,0,0,295
52,130,41,2946,0,0,295
25,130,41,2896,0,0,295
50,130,41,2866,0,0,295
22,131,41,2776,0,0,295
28,131,41,2698,0,0,295
25,131,41,2628,0,0,295
25,131,41,2548,0,0,293
28,131,41,2500,0,0,293
281,151,43,2474,0,0,293
59,152,45,2406,0,0,293
45,133,44,2382,0,0,293
14,131,44,2322,0,0,293
46,131,44,2290,0,0,293
20,131,44,2212,0,0,293
30,130,44,2152,0,0,293
23,130,44,2102,0,0,293
63,131,45,2074,0,0,293
230,149,46,2006,0,0,293
195,160,46,1968,0,0,293
66,160,46,1958,0,0,293
55,161,46,1896,0,0,293
67,161,46,1856,0,0,293
57,161,46,1816,0,0,293
80,152,45,1834,0,0,293
51,134,43,1774,0,0,293
74,134,42,1734,0,0,293
185,134,42,1734,0,0,293
58,135,41,1720,0,0,293
49,135,41,1690,0,0,293
70,135,41,1690,0,0,293
31,135,42,1690,0,0,293
57,135,42,1700,0,0,285
38,134,42,1608,0,0,260
40,134,42,1587,0,0,230
139,143,42,1552,0,0,204
29,143,42,1528,0,0,183
70,143,42,1538,0,0,162
63,143,42,1548,0,0,140
85,145,42,1478,0,0,140
100,144,43,1478,0,0,140
118,137,43,1558,0,0,140
204,132,42,1616,0,0,140
214,134,42,1662,0,0,140
372,161,43,1734,1,1,140
95,161,43,1794,1,1,140
120,161,44,1858,1,1,140
133,161,44,1944,1,1,140
86,158,44,1984,1,1,140
53,144,43,2028,1,1,140
68,144,43,2084,1,1,123
84,144,43,2144,1,1,69
52,142,42,2184,1,1,18
73,142,41,2244,1,1,0
54,122,42,2264,1,1,0
58,107,37,2282,1,1,0
65,106,37,2320,1,1,0
82,107,38,2380,1,1,0
46,107,38,2410,1,1,0
48,106,38,2424,1,1,0
61,106,38,2440,1,1,0
64,106,39,2452,1,1,0
106,108,38,2498,1,1,10
99,108,38,2500,1,1,24
92,107,38,2528,1,1,40
94,107,38,2558,1,1,52
122,109,38,2588,1,1,64
100,109,38,2618,1,1,81
113,109,38,2650,1,1,96
128,92,37,2674,1,1,110
289,107,41,2716,1,1,124
138,108,41,2750,1,1,140
126,110,41,2816,1,1,142
105,111,41,2850,1,1,142
48,111,41,2876,1,1,142
146,115,41,2916,1,1,142
68,116,41,2958,0,1,142
52,115,41,2984,0,1,142
53,97,41,3022,0,1,142
49,87,39,3022,0,1,142
91,89,41,3028,0,1,142
60,88,41,3056,0,1,142
102,89,41,3076,0,1,142
90,90,41,3096,0,1,142
80,91,41,3066,0,1,142
44,91,42,3074,0,1,142
62,92,42,3076,0,1,142
93,92,42,3086,0,1,142
64,91,42,3060,0,1,142
183,96,43,3070,0,1,142
190,97,43,3080,0,1,152
164,98,43,3128,0,1,182
162,99,44,3162,0,1,214
131,99,44,3202,0,1,242
74,100,44,3202,0,1,248
93,93,44,3210,0,1,248
172,96,44,3244,0,1,248
169,101,45,3220,0,1,248
54,101,45,3206,0,1,248
67,99,45,3230,0,1,248
83,98,45,3226,0,1,248
218,106,45,3206,0,1,248
240,112,48,3180,0,1,248
179,110,47,3184,0,1,248
114,83,44,3132,0,0,248
78,83,43,3142,0,0,248
56,83,43,3128,0,0,248
43,83,43,3062,0,0,248
135,83,43,3012,0,0,248
86,83,43,2968,0,0,248
13,83,43,2922,0,0,248
20,84,43,2852,0,0,248
33,84,43,2812,0,0,248
4,84,43,2752,0,0,250
6,83,43,2712,0,0,250
0,83,43,2672,0,0,250
18,83,43,2632,0,0,250
12,82,43,2582,0,0,250
20,82,43,2552,0,0,250
23,82,43,2518,0,0,250
9,83,43,2474,0,0,250
0,82,43,2440,0,0,250
60,84,46,2384,0,0,240
189,97,47,2352,0,0,226
97,101,47,2314,0,0,210
54,101,47,2264,0,0,198
14,99,46,2214,0,0,186
71,105,47,2164,0,0,169
8,106,47,2110,0,0,154
25,103,47,2062,0,0,140
153,90,46,2040,0,0,126
254,105,45,1996,0,0,110
121,109,44,1920,0,0,108
34,108,44,1876,0,0,108
132,116,44,1870,0,0,108
54,112,45,1840,0,0,108
54,112,45,1808,0,0,108
116,115,46,1800,0,0,108
36,115,46,1774,0,0,108
45,114,46,1764,0,0,108
483,114,44,1738,0,0,108
60,114,44,1720,0,0,108
56,113,44,1680,0,0,108
47,112,44,1650,0,0,108
47,111,44,1664,0,0,108
26,111,44,1652,0,0,108
27,111,44,1620,0,0,108
10,111,44,1570,0,0,108
33,111,43,1580,0,0,108
27,106,43,1560,0,0,108
35,105,43,1530,0,0,98
64,104,42,1512,0,0,68
59,103,41,1478,0,0,36
54,103,41,1458,0,0,8
48,102,41,1458,0,0,2
95,100,41,1466,0,0,2
95,97,41,1457,0,0,2
71,92,41,1440,0,0,2
76,92,41,1414,0,0,2
49,92,41,1394,0,0,2
32,92,40,1364,0,0,2
155,92,41,1344,0,0,2
119,86,38,1360,0,0,2
204,94,40,1356,0,0,2
81,95,40,1366,0,0,2
50,95,40,1336,0,0,2
56,95,40,1326,0,0,2
42,95,40,1336,0,0,2
55,95,40,1372,0,0,2
78,95,39,1436,0,0,2
141,98,40,1476,0,0,2
189,108,40,1530,0,0,2
178,117,40,1592,0,0,2
56,117,40,1638,0,0,0
62,117,40,1682,0,0,0
62,117,40,1732,0,0,0
66,117,40,1792,0,0,0
59,117,40,1832,0,0,0
39,117,40,1852,0,0,0
58,117,40,1902,0,0,0
32,116,40,1920,0,0,0
41,116,40,1940,0,0,0
59,112,39,1960,0,0,0
83,99,40,1980,0,0,0
83,100,43,2000,0,0,0
236,117,43,2042,0,0,0
49,117,43,2082,0,0,0
37,111,41,2113,0,0,0
385,137,44,2174,0,0,2
108,144,44,2194,0,0,2
24,141,43,2182,0,0,2
50,125,43,2202,0,0,2
45,120,44,2234,0,0,2
48,120,44,2244,0,0,2
53,112,43,2264,0,0,2
60,112,43,2278,0,0,2
49,111,43,2294,0,0,2
38,109,43,2284,0,0,2
67,109,43,2310,0,0,2
16,109,43,2290,0,0,2
36,107,43,2280,0,0,2
47,107,43,2290,0,0,2
26,107,43,2290,0,0,2
32,107,43,2290,0,0,2
36,107,43,2280,0,0,2
56,107,44,2306,0,0,2
54,106,44,2340,0,0,2
41,106,44,2370,0,0,2
51,106,44,2390,0,0,2
42,106,43,2410,0,0,2
60,106,43,2440,0,0,2
23,106,42,2410,0,0,2
45,106,42,2405,0,0,2
58,106,43,2408,0,0,2
32,106,43,2400,0,0,2
42,106,44,2380,0,0,2
50,106,44,2379,0,0,2
79,108,44,2394,0,0,2
38,108,44,2410,0,0,2
33,108,44,2396,0,0,2
243,124,44,2412,0,0,2
144,122,44,2422,0,0,2
199,131,44,2422,0,0,2
134,123,44,2436,0,0,2
34,122,41,2430,0,0,2
72,122,41,2436,0,0,12
282,142,43,2446,0,0,24
90,142,43,2466,0,0,38
86,142,43,2480,0,0,50
84,142,43,2464,0,0,62
77,139,41,2466,0,0,70
74,128,39,2462,0,0,78
66,119,38,2444,0,0,86
71,119,38,2444,0,0,92
180,129,38,2420,0,0,98
42,130,38,2382,0,0,108
49,130,38,2332,0,0,116
47,131,39,2282,0,0,124
51,131,39,2252,0,0,132
25,131,39,2202,0,0,142
65,132,41,2182,0,0,144
13,132,41,2172,0,0,144
16,132,41,2152,0,0,144
18,132,40,2132,0,0,144
54,131,39,2110,0,0,144
90,119,40,2068,0,0,146
12,119,40,2028,0,0,150
47,120,41,2009,0,0,154
23,93,39,1948,0,0,154
34,86,39,1938,0,0,156
52,86,39,1958,0,0,156
18,86,39,1928,0,0,156
22,85,38,1906,0,0,156
27,85,38,1886,0,0,156
29,85,38,1856,0,0,156
21,85,38,1812,0,0,156
66,88,40,1778,0,0,156
60,88,41,1788,0,0,156
24,88,41,1748,0,0,156
37,88,41,1772,0,0,156
19,88,41,1758,0,0,156
10,88,41,1722,0,0,156
31,88,41,1728,0,0,156
70,88,41,1722,0,0,156
72,88,41,1698,0,0,156
96,88,41,1682,0,0,156
80,88,41,1648,0,0,156
35,88,41,1628,0,0,156
25,88,40,1598,0,0,156
23,88,40,1578,0,0,156
46,88,40,1558,0,0,156
22,88,40,1548,0,0,156
36,88,40,1523,0,0,156
26,88,40,1480,0,0,156
12,88,40,1460,0,0,156
25,88,40,1438,0,0,156
46,88,40,1428,0,0,156
57,86,40,1434,0,0,156
59,86,40,1452,0,0,156
243,104,40,1462,0,0,156
199,101,40,1466,0,0,156
20,94,38,1436,0,0,156
30,80,36,1416,0,0,156
84,79,35,1410,0,0,156
55,80,37,1398,0,0,156
80,80,37,1392,0,0,146
299,61,33,1372,0,0,134
69,61,33,1352,0,0,120
164,67,34,1334,0,0,108
72,67,34,1316,0,0,96
83,67,34,1294,0,0,88
99,68,34,1276,0,0,80
126,68,34,1262,0,0,72
140,68,34,1266,0,0,66
80,59,34,1268,0,0,60
164,61,37,1300,0,0,70
131,62,37,1344,0,0,80
105,62,38,1384,0,0,90
134,64,39,1442,0,0,100
116,64,39,1488,0,0,98
127,65,40,1544,0,0,96
80,66,40,1564,0,0,96
81,66,40,1584,0,0,96
138,66,40,1638,0,0,96
84,63,40,1684,0,0,96
56,58,37,1724,0,0,94
33,58,37,1754,0,0,90
45,57,37,1782,0,0,88
47,57,37,1822,0,0,86
12,57,37,1812,0,0,84
23,57,37,1792,0,0,84
45,57,37,1812,0,0,84
137,57,37,1826,0,0,84
47,57,37,1832,0,0,84
128,57,37,1852,0,0,84
148,57,36,1877,0,0,84
163,54,35,1920,0,0,84
111,53,35,1918,0,0,84
56,53,34,1952,1,1,84
65,53,34,1968,1,1,84
45,53,34,1982,1,1,84
69,54,34,2018,1,1,84
73,54,34,2022,1,1,84
53,54,34,2038,1,1,84
58,56,35,2060,1,1,84
57,58,37,2054,1,1,84
61,58,37,2084,1,1,86
120,61,38,2098,1,1,86
308,82,42,2122,1,1,86
133,86,42,2178,1,1,86
71,86,42,2184,1,1,86
91,87,42,2219,1,1,86
68,88,43,2246,1,1,86
70,88,43,2294,1,1,86
125,88,43,2334,1,1,86
107,88,43,2356,1,1,86
121,88,43,2366,1,1,86
123,89,44,2390,1,1,86
191,103,44,2382,1,1,86
64,85,44,2392,1,1,86
46,72,44,2386,1,1,86
212,87,47,2396,1,1,86
310,90,48,2421,1,1,86
83,90,48,2414,1,1,86
112,89,48,2452,1,1,86
278,106,47,2462,1,1,86
176,117,47,2464,1,1,86
55,117,47,2474,1,1,88
82,112,46,2492,1,1,88
59,112,46,2502,1,1,88
31,112,46,2492,0,1,88
40,111,46,2500,0,1,88
78,115,47,2500,0,1,88
29,115,47,2470,0,1,88
61,116,47,2490,0,1,88
46,114,46,2480,0,1,68
117,114,46,2462,0,1,50
97,116,46,2488,0,1,32
72,115,44,2460,0,1,14
53,115,44,2441,0,1,6
71,114,44,2438,0,1,6
61,114,44,2432,0,1,6
97,116,43,2458,0,1,6
40,116,43,2424,0,1,6
111,117,43,2428,0,1,6
68,119,42,2418,0,1,6
198,126,42,2448,1,2,6
30,126,42,2438,1,2,4
51,126,42,2444,1,2,4
47,126,44,2478,1,2,4
37,126,44,2492,1,2,4
69,126,44,2518,1,2,4
36,126,44,2524,1,2,4
76,127,46,2552,1,2,4
61,127,46,2558,1,2,4
65,127,46,2573,1,2,4
41,127,46,2538,1,2,4
89,127,46,2564,1,2,4
70,127,46,2566,1,1,4
58,127,46,2556,1,1,4
51,127,46,2556,1,1,4
90,127,46,2556,1,1,4
102,129,46,2586,1,1,4
76,129,46,2606,1,1,4
74,127,44,2604,1,1,4
37,125,44,2596,1,1,4
40,125,44,2574,1,1,2
68,122,44,2584,1,1,2
96,102,40,2580,1,1,2
64,98,37,2540,1,1,2
69,99,37,2528,1,1,2
382,125,37,2521,1,1,2
103,128,36,2504,1,1,2
88,130,36,2486,1,1,2
56,131,36,2474,1,1,2
36,131,36,2464,1,1,4
105,133,38,2454,1,1,4
229,150,38,2422,1,1,4
154,141,38,2406,0,1,4
88,141,38,2376,0,1,4
138,142,38,2346,0,1,4
92,127,36,2330,0,1,4
60,124,36,2302,0,1,4
73,123,36,2304,0,1,4
172,133,37,2274,0,1,4
231,128,38,2274,0,1,4
121,117,39,2282,0,1,4
88,117,39,2292,0,1,2
144,124,41,2282,0,1,3
194,138,41,2266,0,1,5
96,138,41,2292,0,1,5
81,138,41,2306,0,1,5
34,134,40,2296,0,1,5
174,139,41,2296,0,1,5
448,162,42,2314,0,1,5
59,161,42,2324,0,1,5
99,164,44,2304,0,1,5
31,161,44,2238,0,1,5
21,160,44,2218,0,1,5
6,160,44,2191,0,1,5
48,160,44,2140,0,1,5
55,161,45,2118,0,1,5
38,160,46,2082,0,1,5
43,161,47,2052,0,1,5
12,159,46,2002,0,1,5
21,157,46,1982,0,1,5
108,151,46,1926,0,0,5
157,151,46,1896,0,0,5
148,151,46,1850,0,0,5
214,151,46,1806,0,0,5
156,152,46,1778,0,0,5
72,153,46,1744,0,0,5
91,153,46,1744,0,0,5
36,152,44,1690,0,0,5
65,153,45,1654,0,0,5
66,154,45,1604,0,0,5
42,154,45,1594,0,0,5
75,154,45,1560,0,0,5
42,154,45,1524,0,0,5
60,155,45,1512,0,0,9
58,155,45,1506,0,0,20
87,158,45,1496,0,0,20
23,156,45,1446,0,0,20
17,156,45,1396,0,0,20
29,156,45,1376,0,0,20
15,156,46,1368,0,0,20
62,157,46,1376,0,0,20
21,157,46,1352,0,0,20
27,156,45,1332,0,0,20
43,156,45,1338,0,0,20
14,155,45,1314,0,0,20
39,128,45,1306,0,0,20
39,124,45,1306,0,0,20
319,149,43,1270,0,0,20
134,155,45,1260,0,0,22
32,155,45,1240,0,0,20
50,153,43,1220,0,0,20
176,136,43,1196,0,0,22
126,131,42,1198,0,0,27
279,151,42,1208,0,0,27
29,150,42,1212,0,0,29
97,151,43,1214,0,0,29
39,151,43,1217,0,0,29
82,152,44,1200,0,0,31
326,167,44,1200,2,2,31
307,178,42,1172,2,2,33
41,177,42,1164,2,2,33
35,177,42,1140,2,2,35
32,169,42,1120,2,2,36
98,157,42,1128,2,2,34
42,157,42,1112,2,2,37
33,157,42,1078,2,2,37
49,157,42,1092,2,2,37
110,156,42,1118,2,2,37
58,131,39,1108,2,2,37
56,131,39,1114,2,2,37
39,127,39,1128,2,2,37
36,127,39,1158,2,2,37
37,127,39,1172,2,2,37
70,127,39,1218,2,2,47
88,126,39,1256,2,2,55
84,124,39,1294,2,2,63
85,123,37,1326,2,2,69
48,122,36,1346,2,2,77
49,122,36,1386,2,2,83
79,123,37,1408,2,2,92
183,133,37,1448,2,2,100
65,133,37,1498,2,2,110
19,133,37,1508,2,2,113
45,133,38,1538,2,2,113
45,132,38,1562,2,2,113
49,131,38,1580,2,2,113
30,131,38,1580,2,2,113
34,131,38,1610,2,2,113
271,151,38,1656,2,2,113
107,155,38,1692,2,2,113
33,155,38,1712,0,2,113
35,155,38,1712,0,2,113
50,155,38,1746,0,2,113
43,154,38,1758,0,2,109
38,155,38,1760,0,2,98
175,152,38,1790,0,2,117
164,152,38,1790,0,2,148
155,152,38,1820,0,2,180
111,152,37,1830,0,2,219
74,152,37,1856,0,2,237
26,151,37,1840,0,2,237
30,152,37,1830,0,2,237
82,152,36,1860,0,2,237
26,152,36,1838,0,2,237
36,152,36,1858,0,2,237
62,154,37,1870,0,2,237
36,154,37,1870,0,2,237
34,127,37,1894,0,2,237
69,120,36,1916,0,2,237
308,142,37,1926,0,2,243
270,164,37,1926,0,2,247
52,163,37,1938,0,2,251
80,163,37,1926,0,2,256
73,145,37,1906,0,2,262
73,145,37,1902,0,2,268
102,145,37,1920,0,2,276
83,145,37,1930,0,2,282
35,144,37,1898,0,2,286
33,119,37,1874,0,0,294
83,99,35,1896,0,0,298
313,122,35,1884,0,0,304
44,123,35,1858,0,0,308
31,123,35,1848,0,0,314
109,123,35,1866,0,0,320
75,123,35,1876,0,0,326
191,127,37,1911,0,0,351
291,144,37,1922,0,0,377
251,154,36,1902,0,0,401
313,173,37,1890,0,0,426
111,175,37,1864,0,0,454
144,175,37,1864,0,0,481
309,192,38,1874,0,0,510
42,192,38,1870,0,0,517
138,201,40,1836,0,0,510
440,234,40,1832,0,0,505
164,234,41,1802,0,0,497
207,237,43,1786,0,0,491
90,240,43,1796,0,0,483
248,259,44,1788,0,0,477
238,273,45,1798,0,0,468
87,265,43,1774,0,0,460
43,265,43,1764,0,0,450
162,279,43,1768,0,0,447
51,281,43,1764,0,0,447
141,288,45,1766,0,0,447
182,300,47,1760,0,0,447
344,323,47,1764,0,0,447
67,323,47,1770,0,0,450
226,315,48,1759,0,0,450
86,312,48,1760,0,0,453
148,314,49,1770,0,0,484
206,321,52,1786,0,0,484
135,321,52,1786,0,0,490
147,321,52,1782,0,0,514
102,321,52,1786,0,0,514
133,320,52,1786,0,0,509
189,321,52,1816,0,0,516
98,321,52,1776,0,0,521
148,322,52,1766,0,0,548
144,322,53,1726,0,0,568
74,323,53,1736,0,0,577
120,322,53,1766,0,0,607
77,324,54,1738,0,0,607
44,324,54,1748,0,0,615
121,325,54,1748,0,0,637
26,323,53,1716,0,0,637
73,323,53,1728,0,0,656
189,328,53,1728,0,0,667
289,341,53,1676,0,0,665
28,319,53,1676,0,0,659
70,297,53,1690,0,0,655
145,297,53,1696,0,0,649
199,297,53,1696,0,0,691
204,295,53,1712,0,0,751
45,295,53,1716,0,0,763
