UniqSrcIPs,DNSCount,ARPCount,UDPCount,HTTPCount,CorJSCount
8,64,5,0,0,1
8,64,5,0,0,1
8,64,5,0,0,1
8,54,4,0,0,1
8,44,4,0,0,1
8,44,7,0,0,1
6,46,7,0,0,1
8,56,7,0,0,1
7,42,3,0,0,0
8,42,3,0,0,0
8,32,3,0,0,0
7,42,3,0,0,0
7,52,3,0,0,0
7,52,0,0,0,0
7,52,0,0,0,1
7,52,1,0,0,1
7,52,1,0,0,1
7,72,1,0,0,1
7,82,1,0,0,1
7,72,1,0,0,1
7,72,1,0,0,1
7,64,1,0,0,2
7,72,1,0,0,1
7,62,0,0,0,1
8,62,0,0,0,1
8,52,1,0,0,1
7,52,1,0,0,1
5,52,1,0,0,1
5,56,1,0,0,1
4,60,1,0,0,0
5,70,1,0,0,0
5,72,1,0,0,0
6,72,1,0,0,1
6,72,0,0,0,1
6,72,0,0,0,1
5,72,1,0,0,1
5,68,1,0,0,1
5,64,1,0,0,2
5,54,1,0,0,2
5,62,1,0,0,2
4,52,1,0,0,1
4,54,1,0,0,1
6,54,1,0,0,1
8,56,0,0,0,3
8,46,0,0,0,3
8,54,1,0,0,2
8,54,1,0,0,2
8,44,1,0,0,2
8,54,1,0,0,2
10,42,1,0,0,2
8,42,1,0,0,2
5,50,1,0,0,0
7,50,1,0,0,0
7,50,0,0,0,0
7,60,0,0,0,0
7,60,1,0,0,0
7,50,1,0,0,0
7,60,1,0,0,0
7,60,1,0,0,0
7,50,1,0,0,0
7,50,1,0,0,0
8,50,1,0,0,0
10,40,1,0,0,0
10,50,0,0,0,0
10,50,2,0,0,0
8,50,3,0,0,0
8,50,3,0,0,0
8,50,3,0,0,0
10,60,3,0,0,0
9,60,3,0,0,0
7,60,3,0,0,0
7,60,3,0,0,0
7,74,1,0,0,0
8,70,0,0,0,0
6,84,0,0,0,0
6,90,1,0,0,0
4,100,1,0,0,0
5,90,1,0,0,0
5,84,1,0,0,0
7,110,1,0,0,0
7,96,1,0,0,0
7,90,1,0,0,0
7,76,1,0,0,0
9,70,0,0,0,0
11,60,0,0,0,0
10,80,1,0,0,0
10,86,1,0,0,0
8,70,1,0,0,0
9,74,1,0,0,0
9,80,1,0,0,0
8,70,1,0,0,0
9,84,1,0,0,0
9,100,1,0,0,0
9,80,0,0,0,0
9,80,0,0,0,0
9,70,1,0,0,0
8,76,1,0,0,0
8,70,1,0,0,0
8,80,1,0,0,0
7,76,1,0,0,0
7,60,1,0,0,0
7,60,1,0,0,0
7,50,1,0,0,0
7,50,0,0,0,0
7,50,0,0,0,0
5,50,0,0,0,0
8,50,2,0,0,2
8,44,2,0,0,2
8,50,2,0,0,2
8,54,2,0,0,2
8,60,2,0,0,2
8,60,2,0,0,2
8,50,2,0,0,2
8,60,2,0,0,2
5,60,0,0,0,0
7,56,0,0,0,0
7,50,1,0,0,0
7,46,1,0,0,0
8,60,1,0,0,0
8,50,1,0,0,0
8,70,1,0,0,0
8,70,1,0,0,0
8,60,1,0,0,0
6,80,1,0,0,0
9,70,2,0,0,2
9,70,2,0,0,2
11,60,3,0,0,2
11,70,3,0,0,2
11,60,3,0,0,2
11,50,3,0,0,2
11,60,3,0,0,2
11,40,3,0,0,2
11,50,1,0,0,0
11,50,1,0,0,0
7,40,0,0,0,0
5,30,0,0,0,0
5,30,1,0,0,0
6,40,1,0,0,0
6,40,1,0,0,0
6,40,1,0,0,0
6,40,1,0,0,0
7,50,1,0,0,0
7,50,1,0,0,0
7,70,1,0,0,0
8,60,0,0,0,0
8,60,0,0,0,0
9,50,1,0,0,0
9,60,1,0,0,0
7,60,1,0,0,0
6,50,1,0,0,0
6,60,1,0,0,0
6,50,1,0,0,0
6,50,1,0,0,0
6,50,1,0,0,0
5,50,0,0,0,0
3,50,0,0,0,0
3,50,1,0,0,0
4,62,1,0,0,0
4,62,1,0,0,0
4,62,1,0,0,0
4,72,1,0,0,0
8,72,1,0,0,0
8,72,1,0,0,0
8,72,1,0,0,0
8,72,0,0,0,0
9,60,0,0,0,0
9,60,1,0,0,0
9,50,1,0,0,0
9,50,1,0,0,0
9,50,1,0,0,0
9,50,1,0,0,0
7,50,1,0,0,0
7,50,1,0,0,0
7,60,1,0,0,0
7,70,0,0,0,0
8,70,0,0,0,0
8,60,1,0,0,0
8,70,1,0,0,0
6,80,1,0,0,0
6,70,1,0,0,0
8,70,1,0,0,0
8,70,1,0,0,0
8,70,1,0,0,0
7,80,1,0,0,0
7,80,2,0,0,0
7,70,2,0,0,0
9,60,3,0,0,0
7,70,3,0,0,0
7,60,3,0,0,0
9,60,3,0,0,0
11,50,3,0,0,0
11,50,3,0,0,0
11,50,1,0,0,0
11,50,1,0,0,0
11,60,0,0,0,0
7,50,0,0,0,0
7,60,1,0,0,0
7,50,1,0,0,0
5,54,1,0,0,0
5,50,1,0,0,0
7,60,1,0,0,0
8,60,1,0,0,0
8,50,1,0,0,0
9,70,3,0,0,0
10,60,2,0,0,0
11,80,2,0,0,0
11,66,3,0,0,0
11,70,3,0,0,0
11,60,3,0,0,0
11,80,3,0,0,0
9,80,3,0,0,0
8,60,1,0,0,0
9,64,1,0,0,0
7,64,1,0,0,0
8,70,0,0,0,0
8,70,0,0,0,0
8,70,1,0,0,0
8,44,1,0,0,0
8,50,1,0,0,0
8,50,1,0,0,0
8,46,1,0,0,0
8,26,1,0,0,0
7,20,1,0,0,0
5,10,1,0,0,0
5,30,0,0,0,0
5,26,0,0,0,0
5,30,1,0,0,0
5,30,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
6,60,1,0,0,0
6,60,1,0,0,0
6,40,1,0,0,0
6,40,1,0,0,0
6,50,0,0,0,0
6,60,0,0,0,0
8,56,1,0,0,0
10,60,1,0,0,0
9,50,1,0,0,0
9,50,1,0,0,0
9,60,1,0,0,0
9,74,1,0,0,0
7,80,1,0,0,0
7,70,1,0,0,0
5,54,0,0,0,0
5,50,0,0,0,0
5,50,1,0,0,0
5,60,3,0,0,0
5,60,3,0,0,0
5,46,3,0,0,0
5,20,3,0,0,0
5,30,3,0,0,0
5,50,3,0,0,0
5,50,3,0,0,0
7,50,2,0,0,0
7,40,0,0,0,0
9,30,1,0,0,0
10,30,1,0,0,0
10,30,1,0,0,0
10,20,1,0,0,0
10,10,1,0,0,0
10,10,1,0,0,0
8,10,1,0,0,0
8,20,1,0,0,0
9,20,0,0,0,0
9,20,0,0,0,0
9,30,1,0,0,0
9,30,1,0,0,0
9,24,1,0,0,0
10,30,1,0,0,0
10,34,1,0,0,0
8,24,1,0,0,0
8,40,1,0,0,0
6,40,1,0,0,0
6,30,0,0,0,0
5,30,0,0,0,0
7,36,1,0,0,0
5,50,1,0,0,0
7,46,1,0,0,0
8,46,1,0,0,0
10,30,1,0,0,0
10,30,1,0,0,0
10,30,1,0,0,0
10,34,1,0,0,0
9,60,0,0,0,0
9,40,0,0,0,0
9,40,1,0,0,0
8,40,1,0,0,0
6,50,1,0,0,0
6,50,1,0,0,0
6,50,1,0,0,0
6,56,1,0,0,0
3,34,1,0,0,0
3,50,1,0,0,0
3,58,0,0,0,0
3,70,0,0,0,0
3,60,1,0,0,0
3,60,1,0,0,0
5,64,1,0,0,0
5,70,1,0,0,0
5,66,1,0,0,0
5,60,1,0,0,0
7,62,1,0,0,0
7,70,1,0,0,0
7,74,2,0,0,0
7,90,2,0,0,0
5,96,3,0,0,0
5,80,3,0,0,0
5,70,3,0,0,0
5,60,3,0,0,0
6,60,3,0,0,0
8,40,3,0,0,0
8,40,1,0,0,0
8,30,1,0,0,0
8,20,0,0,0,0
6,20,0,0,0,0
6,30,1,0,0,0
8,50,1,0,0,0
7,50,1,0,0,0
5,70,1,0,0,0
5,76,1,0,0,0
5,80,1,0,0,0
5,94,1,0,0,0
5,110,1,0,0,0
7,110,0,0,0,0
5,110,0,0,0,0
5,100,1,0,0,0
5,80,1,0,0,0
5,90,1,0,0,0
6,80,1,0,0,0
6,66,1,0,0,0
6,60,1,0,0,0
6,50,1,0,0,0
7,52,1,0,0,0
5,80,0,0,0,0
5,80,0,0,0,0
5,60,1,0,0,0
5,60,1,0,0,0
5,84,1,0,0,0
6,90,1,0,0,0
6,90,1,0,0,0
4,68,1,0,0,0
4,40,1,0,0,0
4,60,1,0,0,0
4,80,0,0,0,0
4,80,0,0,0,0
5,66,1,0,0,0
4,50,1,0,0,0
6,50,1,0,0,0
6,60,1,0,0,0
6,80,1,0,0,0
6,70,1,0,0,0
6,50,1,0,0,0
8,50,1,0,0,0
7,50,0,0,0,0
7,50,0,0,0,0
7,50,1,0,0,0
7,40,1,0,0,0
9,30,1,0,0,0
9,20,1,0,0,0
9,20,1,0,0,0
9,20,1,0,0,0
9,20,1,0,0,0
9,20,1,0,0,0
9,20,0,0,0,0
10,30,0,0,0,0
8,20,1,0,0,0
10,20,1,0,0,0
10,20,1,0,0,0
10,20,1,0,0,0
8,20,1,0,0,0
8,30,1,0,0,0
6,40,1,0,0,0
5,30,1,0,0,0
5,40,0,0,0,0
5,50,0,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,40,1,0,0,0
5,60,1,0,0,0
5,60,1,0,0,0
7,60,1,0,0,0
7,60,1,0,0,0
7,60,1,0,0,0
8,60,0,0,0,0
6,80,0,0,0,0
6,100,1,0,0,0
6,80,1,0,0,0
6,70,1,0,0,0
4,70,1,0,0,0
4,80,1,0,0,0
5,70,1,0,0,0
5,70,1,0,0,0
6,60,1,0,0,0
6,50,0,0,0,0
5,50,0,0,0,0
5,50,1,0,0,0
6,70,1,0,0,0
8,50,1,0,0,0
7,50,1,0,0,0
7,50,1,0,0,0
7,40,1,0,0,0
7,30,1,0,0,0
9,30,1,0,0,0
9,30,0,0,0,0
7,10,0,0,0,0
9,10,1,0,0,0
9,10,1,0,0,0
9,10,1,0,0,0
9,10,1,0,0,0
10,10,1,0,0,0
9,0,1,0,0,0
9,0,1,0,0,0
10,10,1,0,0,0
8,10,0,0,0,0
8,20,0,0,0,0
8,20,1,0,0,0
6,21,1,0,0,0
5,30,1,0,0,0
5,44,1,0,0,0
5,50,1,0,0,0
6,50,1,0,0,0
6,50,1,0,0,0
6,40,1,0,0,0
8,50,2,0,0,0
8,49,2,0,0,0
10,40,3,0,0,0
8,26,3,0,0,0
8,20,3,0,0,0
7,10,3,0,0,0
7,10,3,0,0,0
7,10,3,0,0,0
5,10,1,0,0,0
5,10,1,0,0,0
3,20,0,0,0,0
5,28,0,0,0,0
5,40,1,0,0,0
5,40,1,0,0,0
5,40,1,0,0,0
5,60,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,42,1,0,0,0
5,30,0,0,0,0
7,40,0,0,0,0
5,40,0,0,0,0
6,20,1,0,0,0
6,20,1,0,0,0
8,20,1,0,0,0
8,20,1,0,0,0
8,20,1,0,0,0
8,30,1,0,0,0
6,20,1,0,0,0
6,20,1,0,0,0
5,30,0,0,0,0
5,30,1,0,0,0
8,40,1,0,0,0
6,30,1,0,0,0
10,34,1,0,0,0
10,30,1,0,0,0
11,30,1,0,0,0
11,30,1,0,0,0
11,20,1,0,0,0
11,20,2,0,0,0
11,20,2,0,0,0
11,20,3,0,0,0
9,16,3,0,0,0
9,20,3,0,0,0
7,34,3,0,0,0
7,50,3,0,0,0
7,50,3,0,0,0
7,50,1,0,0,0
8,50,1,0,0,0
6,60,0,0,0,0
6,60,0,0,0,0
7,50,1,0,0,0
7,36,1,0,0,0
7,20,1,0,0,0
7,20,1,0,0,0
7,30,1,0,0,0
6,40,1,0,0,0
6,30,1,0,0,0
6,30,1,0,0,0
3,30,0,0,0,0
3,50,0,0,0,0
3,60,0,0,0,0
3,80,1,0,0,0
3,90,1,0,0,0
3,70,1,0,0,0
5,80,1,0,0,0
5,90,1,0,0,0
5,94,1,0,0,0
5,90,1,0,0,0
5,80,1,0,0,0
5,70,0,0,0,0
5,50,0,0,0,0
5,60,1,0,0,0
3,80,1,0,0,0
3,70,1,0,0,0
3,86,1,0,0,0
3,80,1,0,0,0
5,84,1,0,0,0
5,80,1,0,0,0
6,90,1,0,0,0
6,100,0,0,0,0
7,70,0,0,0,0
7,80,1,0,0,0
7,60,1,0,0,0
9,70,1,0,0,0
9,76,1,0,0,0
9,70,1,0,0,0
11,60,1,0,0,0
11,50,1,0,0,0
10,50,1,0,0,0
9,40,0,0,0,0
9,40,0,0,0,0
7,20,1,0,0,0
7,30,1,0,0,0
7,30,1,0,0,0
7,30,1,0,0,0
10,34,1,0,0,0
10,70,1,0,0,0
10,70,1,0,0,0
11,80,1,0,0,0
11,90,0,0,0,0
9,70,0,0,0,0
9,80,1,0,0,0
9,80,1,0,0,0
9,66,1,0,0,0
7,50,1,0,0,0
11,70,1,0,0,0
9,64,1,0,0,0
10,80,1,0,0,0
10,86,1,0,0,0
10,80,0,0,0,0
11,80,0,0,0,0
11,80,1,0,0,0
11,70,1,0,0,0
11,64,1,0,0,0
11,86,1,0,0,0
8,60,1,0,0,0
8,54,1,0,0,0
8,50,1,0,0,0
5,50,5,0,0,0
5,50,4,0,0,0
5,50,4,0,0,0
5,36,7,0,0,0
5,10,7,0,0,0
5,20,7,0,0,0
5,20,7,0,0,0
5,20,7,0,0,0
5,20,3,0,0,0
5,30,3,0,0,0
7,30,3,0,0,0
7,30,0,0,0,0
7,40,0,0,0,0
7,40,1,0,0,0
9,70,1,0,0,0
11,70,1,0,0,0
11,70,1,0,0,0
12,70,1,0,0,0
10,70,1,0,0,0
10,80,1,0,0,0
10,70,1,0,0,0
10,80,0,0,0,0
10,50,0,0,0,0
10,60,1,0,0,0
10,70,1,0,0,0
9,60,1,0,0,0
7,60,1,0,0,0
7,52,1,0,0,0
7,56,1,0,0,0
7,36,1,0,0,0
7,36,1,0,0,0
7,32,0,0,0,0
7,52,0,0,0,0
7,72,1,0,0,0
7,62,1,0,0,0
7,60,1,0,0,0
7,66,1,0,0,0
5,66,1,0,0,0
5,66,1,0,0,0
5,60,1,0,0,0
5,50,1,0,0,0
6,40,0,0,0,0
6,40,0,0,0,0
6,40,1,0,0,0
9,30,1,0,0,0
9,30,1,0,0,0
9,40,1,0,0,0
10,40,1,0,0,0
10,30,1,0,0,0
10,30,1,0,0,0
10,40,1,0,0,0
10,56,0,0,0,0
8,60,0,0,0,0
10,60,0,0,0,2
7,50,0,0,0,2
4,50,0,0,0,2
5,40,0,0,0,2
5,40,0,0,0,2
5,50,0,0,0,2
5,34,0,0,0,2
6,50,2,0,0,2
4,50,2,0,0,0
4,50,2,0,0,0
4,60,5,0,0,0
4,70,5,0,0,0
4,70,5,0,0,0
4,50,5,0,0,0
4,60,5,0,0,0
3,40,3,0,0,0
3,50,3,0,0,0
3,58,3,0,0,0
5,60,0,0,0,0
5,50,0,0,0,0
6,40,1,0,0,0
12,50,1,0,0,0
12,50,1,0,0,0
12,70,1,0,0,0
12,60,1,0,0,0
12,52,1,0,0,0
13,50,1,0,0,0
14,60,1,0,0,0
13,64,0,0,0,0
9,60,0,0,0,0
9,60,1,0,0,0
9,50,1,0,0,0
9,54,1,0,0,0
9,60,1,0,0,0
8,70,1,0,0,0
8,60,1,0,0,0
8,76,1,0,0,0
8,80,1,0,0,0
7,80,0,0,0,0
7,84,0,0,0,0
9,86,1,0,0,0
9,90,1,0,0,0
9,80,1,0,0,0
9,80,1,0,0,0
9,90,1,0,0,0
9,80,1,0,0,0
9,74,1,0,0,0
9,76,3,0,0,0
7,74,2,0,0,0
4,70,2,0,0,0
4,70,3,0,0,0
4,80,3,0,0,0
5,50,3,0,0,0
5,50,3,0,0,0
5,46,3,0,0,0
6,30,1,0,0,0
6,26,1,0,0,0
5,20,1,0,0,0
5,10,0,0,0,0
4,0,0,0,0,0
5,4,1,0,0,0
5,10,1,0,0,0
5,10,1,0,0,0
5,10,1,0,0,0
5,10,1,0,0,0
5,10,1,0,0,0
5,10,1,0,0,0
5,10,3,0,0,0
5,6,2,0,0,0
4,0,2,0,0,0
5,0,3,0,0,0
5,0,3,0,0,0
5,0,3,0,0,0
8,10,3,0,0,0
8,30,3,0,0,0
8,30,1,0,0,0
8,30,1,0,0,0
9,40,1,0,0,0
7,40,0,0,0,0
7,50,0,0,0,0
7,50,1,0,0,0
6,50,1,0,0,0
8,40,1,0,0,0
8,40,1,0,0,0
8,50,1,0,0,0
7,40,1,0,0,0
7,40,1,0,0,0
9,40,1,0,0,0
9,50,0,0,0,0
9,44,0,0,0,0
9,40,1,0,0,0
9,40,1,0,0,0
11,40,1,0,0,0
9,40,1,0,0,0
9,50,1,0,0,0
9,50,1,0,0,0
7,40,1,0,0,0
7,36,1,0,0,0
7,40,0,0,0,0
7,50,0,0,0,0
7,50,1,0,0,0
7,54,1,0,0,0
5,50,1,0,0,0
7,50,1,0,0,0
9,60,1,0,0,0
10,70,1,0,0,0
10,60,1,0,0,0
10,50,1,0,0,0
10,40,0,0,0,0
10,56,0,0,0,0
10,50,1,0,0,0
10,50,1,0,0,0
8,40,1,0,0,0
7,30,1,0,0,0
5,30,1,0,0,0
5,30,1,0,0,0
8,30,1,0,0,0
8,20,1,0,0,0
8,30,0,0,0,0
9,24,0,0,0,0
9,30,1,0,0,0
9,40,1,0,0,0
10,40,1,0,0,0
10,40,1,0,0,0
10,60,1,0,0,0
10,50,1,0,0,0
10,68,1,0,0,0
11,66,3,0,0,2
11,70,2,0,0,2
11,60,2,0,0,2
11,70,3,0,0,2
11,80,3,0,0,2
11,74,3,0,0,2
9,90,3,0,0,2
9,72,3,0,0,2
8,80,1,0,0,0
8,70,1,0,0,0
9,90,1,0,0,0
9,80,0,0,0,0
8,80,0,0,0,0
8,76,1,0,0,0
7,94,3,0,0,0
7,130,3,0,0,0
7,176,3,0,0,0
7,218,3,0,0,0
6,244,3,0,0,0
6,290,3,0,0,0
7,320,3,0,0,0
7,362,2,0,0,0
8,370,0,0,0,0
8,370,1,0,0,0
8,350,1,0,0,0
8,354,1,0,0,0
8,354,1,0,0,0
8,354,1,0,0,0
8,360,1,0,0,0
8,348,1,0,0,0
7,316,1,0,0,0
6,276,0,0,0,0
5,250,0,0,0,0
5,214,1,0,0,0
6,190,1,0,0,0
6,144,1,0,0,0
6,108,1,0,0,0
6,78,1,0,0,0
5,78,1,0,0,0
5,82,1,0,0,0
4,72,1,0,0,0
6,72,0,0,0,0
5,60,0,0,0,0
5,80,1,0,0,0
5,70,1,0,0,0
5,60,1,0,0,0
7,60,1,0,0,0
7,80,1,0,0,0
9,80,1,0,0,0
7,80,1,0,0,0
7,90,1,0,0,0
7,70,0,0,0,0
7,80,0,0,0,0
8,90,1,0,0,0
8,80,1,0,0,0
8,60,1,0,0,0
9,70,1,0,0,0
9,60,1,0,0,0
9,50,1,0,0,0
9,60,1,0,0,0
10,60,3,0,0,0
10,50,2,0,0,0
10,60,2,0,0,0
10,50,3,0,0,0
8,50,3,0,0,0
8,60,3,0,0,0
6,58,3,0,0,0
6,50,3,0,0,0
5,50,1,0,0,0
3,70,1,0,0,0
3,60,1,0,0,0
3,60,0,0,0,0
3,70,0,0,0,0
3,70,1,0,0,0
3,72,1,0,0,0
3,70,1,0,0,0
4,70,1,0,0,0
6,50,1,0,0,0
6,70,1,0,0,0
6,70,1,0,0,0
6,50,1,0,0,0
6,50,0,0,0,0
6,50,0,0,0,0
6,50,1,0,0,0
5,50,1,0,0,0
5,60,1,0,0,0
8,40,1,0,0,0
8,50,1,0,0,0
8,54,1,0,0,0
8,70,1,0,0,0
8,60,1,0,0,0
6,60,0,0,0,0
6,50,0,0,0,0
6,50,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,46,1,0,0,0
5,20,1,0,0,0
5,20,1,0,0,0
5,20,1,0,0,0
5,20,1,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
3,0,1,0,0,0
3,0,1,0,0,0
3,0,1,0,0,0
3,0,1,0,0,0
7,0,1,0,0,0
9,10,1,0,0,0
9,10,1,0,0,0
9,10,1,0,0,0
9,20,0,0,0,0
9,30,0,0,0,0
7,30,1,0,0,0
7,30,1,0,0,0
6,50,1,0,0,0
4,50,1,0,0,0
5,60,1,0,0,0
5,70,1,0,0,0
5,60,1,0,0,0
6,54,1,0,0,0
6,84,0,0,0,0
6,90,0,0,0,0
5,70,1,0,0,0
5,60,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,84,1,0,0,0
3,86,1,0,0,0
3,70,1,0,0,0
3,74,1,0,0,0
3,80,0,0,0,0
3,80,0,0,0,0
3,90,0,0,0,0
3,90,1,0,0,0
3,56,1,0,0,0
3,70,1,0,0,0
3,56,1,0,0,0
3,50,1,0,0,0
3,64,1,0,0,0
4,80,1,0,0,0
4,70,1,0,0,0
4,60,0,0,0,0
6,74,0,0,0,0
6,60,1,0,0,0
6,90,1,0,0,0
6,86,1,0,0,0
6,86,1,0,0,0
6,70,1,0,0,0
6,70,1,0,0,0
9,80,1,0,0,0
7,66,1,0,0,0
7,70,0,0,0,0
7,50,0,0,0,0
7,50,1,0,0,0
7,40,1,0,0,0
7,50,1,0,0,0
7,50,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,40,3,0,0,0
5,40,3,0,0,0
5,50,2,0,0,0
5,40,2,0,0,0
5,40,3,0,0,0
5,50,3,0,0,0
5,50,3,0,0,0
7,60,3,0,0,0
7,80,1,0,0,0
8,70,1,0,0,0
9,70,1,0,0,0
9,90,1,0,0,0
7,80,0,0,0,0
7,94,0,0,0,0
7,90,1,0,0,0
6,80,1,0,0,0
7,70,3,0,0,0
5,72,3,0,0,1
4,82,3,0,0,1
4,62,3,0,0,1
4,62,5,0,0,1
5,38,5,0,0,1
5,42,4,0,0,1
5,54,4,0,0,1
5,54,3,0,0,2
5,52,3,0,0,1
7,42,3,0,0,1
7,52,3,0,0,1
7,62,1,0,0,1
7,66,1,0,0,1
7,79,1,0,0,1
7,72,1,0,0,1
6,70,0,0,0,0
6,82,0,0,0,0
8,76,1,0,0,0
8,72,1,0,0,0
8,62,1,0,0,0
7,68,1,0,0,0
7,51,1,0,0,1
7,62,1,0,0,1
7,54,1,0,0,1
7,52,1,0,0,1
7,48,0,0,0,1
5,66,0,0,0,1
5,72,1,0,0,1
4,72,1,0,0,1
3,66,1,0,0,0
4,58,1,0,0,0
6,64,1,0,0,0
7,62,1,0,0,0
7,72,1,0,0,0
7,48,1,0,0,0
7,42,0,0,0,0
7,32,0,0,0,0
8,44,1,0,0,1
8,56,1,0,0,1
8,70,1,0,0,1
8,62,1,0,0,1
8,52,1,0,0,1
8,52,1,0,0,1
8,62,1,0,0,1
8,76,1,0,0,2
6,64,0,0,0,1
6,54,0,0,0,1
6,38,1,0,0,1
4,64,1,0,0,1
5,68,1,0,0,1
5,84,1,0,0,1
5,74,1,0,0,1
4,70,1,0,0,0
4,70,1,0,0,0
4,90,1,0,0,0
4,86,0,0,0,0
6,60,0,0,0,0
5,66,1,0,0,0
5,50,1,0,0,0
5,70,1,0,0,0
5,60,1,0,0,0
5,70,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
3,54,1,0,0,0
4,50,0,0,0,0
4,60,2,0,0,0
4,60,3,0,0,0
5,60,3,0,0,0
5,60,3,0,0,0
5,50,3,0,0,0
6,56,3,0,0,0
6,56,3,0,0,0
5,54,3,0,0,0
7,60,1,0,0,0
7,40,0,0,0,0
7,40,0,0,0,0
7,40,1,0,0,0
8,50,1,0,0,0
6,44,1,0,0,0
6,60,1,0,0,0
6,66,1,0,0,0
8,50,1,0,0,0
9,64,1,0,0,0
9,70,1,0,0,0
9,60,0,0,0,0
8,50,0,0,0,0
8,60,1,0,0,0
8,40,1,0,0,0
8,30,1,0,0,0
6,30,1,0,0,0
6,16,1,0,0,0
6,20,1,0,0,0
8,30,1,0,0,0
7,48,1,0,0,0
7,50,0,0,0,0
8,60,0,0,0,0
8,60,1,0,0,0
8,60,1,0,0,0
6,60,1,0,0,0
8,50,1,0,0,0
7,60,1,0,0,0
7,52,1,0,0,0
7,40,1,0,0,0
7,30,1,0,0,0
7,60,0,0,0,0
8,60,0,0,0,0
8,60,1,0,0,0
8,80,1,0,0,0
6,60,1,0,0,0
6,50,1,0,0,0
6,54,1,0,0,0
6,60,1,0,0,0
6,40,1,0,0,0
5,50,1,0,0,0
5,50,0,0,0,0
5,40,0,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,56,1,0,0,0
9,50,1,0,0,0
9,60,1,0,0,0
9,50,1,0,0,0
9,54,3,0,0,0
9,70,3,0,0,0
9,60,2,0,0,0
9,64,2,0,0,0
9,60,3,0,0,0
5,70,3,0,0,0
5,50,3,0,0,0
5,60,3,0,0,0
5,66,1,0,0,0
4,40,1,0,0,0
4,40,1,0,0,0
5,46,1,0,0,0
6,48,2,0,0,0
6,50,2,0,0,0
6,50,3,0,0,0
6,50,3,0,0,0
6,50,3,0,0,0
8,50,3,0,0,0
8,60,3,0,0,0
7,60,3,0,0,0
5,52,1,0,0,0
5,40,1,0,0,0
5,40,0,0,0,0
5,30,0,0,0,0
7,20,0,0,0,2
6,20,0,0,0,2
6,10,0,0,0,2
6,0,0,0,0,2
6,0,0,0,0,2
7,6,0,0,0,2
7,10,0,0,0,2
7,10,0,0,0,2
5,10,0,0,0,0
5,20,0,0,0,0
5,20,1,0,0,0
5,20,1,0,0,0
5,20,1,0,0,0
3,24,1,0,0,0
3,20,1,0,0,0
4,20,3,0,0,0
5,20,3,0,0,0
5,10,3,0,0,0
6,20,4,0,0,0
6,20,4,0,0,0
6,20,5,0,0,0
6,10,5,0,0,0
6,10,5,0,0,0
6,20,3,0,0,0
5,20,3,0,0,0
5,30,3,0,0,0
3,20,1,0,0,0
3,22,1,0,0,0
3,30,0,0,0,0
3,30,0,0,0,0
3,40,1,0,0,0
3,30,1,0,0,0
3,30,1,0,0,0
3,28,1,0,0,0
3,30,1,0,0,0
3,28,1,0,0,0
3,30,1,0,0,0
5,40,1,0,0,0
5,30,0,0,0,0
5,30,0,0,0,0
5,40,1,0,0,0
5,42,1,0,0,0
6,40,1,0,0,0
6,40,1,0,0,0
6,40,1,0,0,0
4,30,1,0,0,0
4,40,1,0,0,0
4,40,1,0,0,0
4,30,0,0,0,0
5,30,0,0,0,0
4,30,1,0,0,0
4,40,1,0,0,0
5,30,1,0,0,0
5,32,1,0,0,0
5,30,1,0,0,0
5,30,1,0,0,0
6,40,1,0,0,0
6,30,1,0,0,0
6,40,0,0,0,0
6,30,0,0,0,0
6,40,1,0,0,0
6,38,1,0,0,0
6,42,1,0,0,0
6,50,1,0,0,0
6,40,1,0,0,0
8,40,1,0,0,0
8,30,1,0,0,0
8,40,1,0,0,0
8,38,0,0,0,0
6,40,0,0,0,0
6,38,1,0,0,0
6,40,1,0,0,0
7,40,1,0,0,0
6,46,1,0,0,0
6,50,1,0,0,0
6,40,1,0,0,0
6,42,1,0,0,0
6,50,1,0,0,0
5,50,0,0,0,0
5,60,0,0,0,0
4,60,1,0,0,0
4,54,1,0,0,0
7,54,1,0,0,0
7,60,1,0,0,0
7,60,1,0,0,0
7,58,1,0,0,0
7,50,1,0,0,0
7,30,1,0,0,0
7,40,0,0,0,0
7,50,0,0,0,0
3,46,1,0,0,0
3,40,1,0,0,0
3,40,1,0,0,0
3,42,1,0,0,0
5,50,1,0,0,0
5,50,1,0,0,0
5,50,5,0,0,0
5,40,5,0,0,0
5,50,4,0,0,0
5,60,4,0,0,0
5,50,5,0,0,0
8,50,5,0,0,0
8,50,5,0,0,0
8,60,5,0,0,0
8,60,1,0,0,0
8,60,1,0,0,0
8,50,1,0,0,0
8,50,1,0,0,0
8,50,0,0,0,0
3,50,0,0,0,0
3,50,1,0,0,0
3,40,1,0,0,0
3,40,1,0,0,0
4,50,1,0,0,0
4,50,1,0,0,0
