SYNBool,TCPCount,RSTCount,SSHCount,ThirdMNumberPackets,CorJSCount
1,2,0,0,-2116.863281,0
1,2,0,0,-2056.40625,0
1,2,0,0,-2226.269531,0
1,2,0,0,-132.28125,0
1,5,0,1,-115.5,0
1,5,0,1,-77.68359375,0
1,85,0,28,1950821.906,0
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.50390625,0
0,3,0,0,34.74609375,0
1,12,0,0,1029.375,1
2,170,0,0,514697.3438,3
2,170,0,0,514697.3438,3
2,170,0,0,514697.3438,3
2,170,0,0,515836.582,3
3,207,0,0,455038.418,3
4,481,0,0,2033624.531,5
5,498,0,0,1975369.98,5
4,489,0,0,2045844.094,4
3,331,0,0,2621089.875,2
3,331,0,0,2621089.875,2
3,331,0,0,2621089.875,2
3,331,0,0,2621089.875,2
2,294,0,0,2801811.105,2
1,20,0,0,1163.90625,0
0,0,0,0,4.62890625,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,1.81640625,0
0,0,0,0,1.81640625,0
0,0,0,0,1.81640625,0
0,0,0,0,2.21484375,0
0,0,0,0,1.81640625,0
1,92,0,0,113009.3789,0
2,145,0,0,90200.40234,0
2,145,0,0,90200.40234,0
3,164,0,0,77069.25,0
4,353,0,0,742822.5938,1
4,353,0,0,741587.7305,1
4,353,0,0,741587.7305,1
4,353,0,0,744108.7852,1
4,431,0,0,847794.4102,8
4,593,0,0,812645.0508,19
5,892,0,0,638820.668,25
5,918,0,0,546993.2461,25
4,729,0,0,1754050.219,24
4,729,0,0,1756319.238,24
4,729,0,0,1756319.238,24
5,927,0,0,546993.2461,24
5,799,0,0,1479872.25,17
4,584,0,0,2533120.031,6
3,285,0,0,918075.75,0
3,281,0,0,911376.6211,0
3,281,0,0,909768.375,0
3,281,0,0,909768.375,0
3,281,0,0,909768.375,0
3,108,0,0,10927.51172,1
3,349,0,0,2731564.594,5
4,492,0,0,2121090.902,8
4,492,0,0,2121090.902,8
3,451,0,0,2364063.551,8
3,451,0,0,2367465,8
3,451,0,0,2367465,8
3,451,0,0,2364113.895,8
2,426,0,0,2475591.094,7
1,143,0,0,449369.3438,3
0,4,0,0,87.75,0
0,4,0,0,87.75,0
0,4,0,0,87.75,0
0,4,0,0,91.51171875,0
0,4,0,0,91.51171875,0
0,4,0,0,95.53125,0
0,4,0,0,90.94921875,0
1,7,1,0,77.90625,0
1,3,1,0,1.01953125,0
1,7,1,0,70.5,0
1,7,1,0,73.55859375,0
1,7,1,0,73.55859375,0
1,7,1,0,70.5,0
2,109,1,0,145406.25,0
3,135,1,0,128731.8164,0
2,132,0,0,130091.3438,0
2,132,0,0,131001.75,0
2,128,0,0,135858.4805,0
2,128,0,0,135858.4805,0
2,128,0,0,135858.4805,0
2,128,0,0,136340.3438,0
1,26,0,0,2612.15625,0
1,15,0,0,625.96875,0
1,15,0,0,625.96875,0
1,15,0,0,625.96875,0
1,15,0,0,656.25,0
1,15,0,0,625.96875,0
1,15,0,0,612.0117188,0
1,15,0,0,612.0117188,0
1,15,0,0,612.0117188,0
1,147,0,0,499172.3438,1
1,147,0,0,499172.3438,1
1,147,0,0,498001.2773,1
1,147,0,0,498001.2773,1
1,147,0,0,500364.2695,1
1,147,0,0,499172.3438,1
1,147,0,0,498001.2773,1
1,147,0,0,498001.2773,1
0,0,0,0,0.375,0
1,3,0,0,155.6132813,0
1,3,0,0,149.34375,0
1,3,0,0,149.34375,0
1,3,0,0,132.2226563,0
1,4,0,0,132.2226563,0
1,8,0,0,8467507.125,1
1,8,0,0,9289167.75,1
1,8,0,0,6933011.344,1
0,5,0,0,437044.957,1
0,5,0,0,-5696855.051,1
0,5,0,0,-8221309.348,1
0,5,0,0,-6939798,1
1,13,0,0,-419538.6445,2
1,9,0,0,-250358.625,1
1,9,0,0,-113580,1
1,9,0,0,-154815.8555,1
1,9,0,0,-426487.5,1
1,9,0,0,-1694482.594,1
1,9,0,0,-1153449,1
2,34,0,0,-473670,1
2,251,0,0,-19012.5,0
2,251,0,0,523482.2227,0
3,378,0,0,1325276.25,0
3,378,0,0,2525203.5,0
3,378,0,0,2887464,0
3,378,0,0,2284875.094,0
3,378,0,0,2070601.406,0
2,353,0,0,1218112.5,0
1,127,0,0,-532695.082,0
1,127,0,0,-454097.8477,0
0,0,0,0,-656874.8438,0
0,0,0,0,-782549.7773,0
0,0,0,0,-893181,0
0,0,0,0,-701284.0664,0
0,0,0,0,-537466.957,0
0,0,0,0,-306422.1914,0
0,0,0,0,-382259.707,0
0,0,0,0,-365357.9883,0
0,0,0,0,-4703.378906,0
0,0,0,0,393.2226563,0
0,0,0,0,393.2226563,0
0,0,0,0,45284.25,0
0,0,0,0,44931.75,0
0,0,0,0,30971.42578,0
0,0,0,0,42726.62109,0
0,0,0,0,22238.26172,0
0,0,0,0,10598.02734,0
1,61,0,3,11158.875,0
2,148,0,7,-3811.675781,0
2,156,0,16,17818.40625,0
2,161,0,16,38899.40625,0
2,164,0,16,43206.46875,0
2,167,0,16,31880.25,0
2,167,0,16,61264.58203,0
2,167,0,16,-10158.22266,0
1,106,0,13,-54772.59375,0
0,19,0,9,-66742.34766,0
0,11,0,0,-67984.875,0
0,6,0,0,-54401.90625,0
0,3,0,0,-46829.14453,0
0,0,0,0,-62689.88672,0
0,0,0,0,-54568.40625,0
0,2,0,0,-53312.34375,0
0,7,0,4,-74626.55859,0
0,7,0,4,-71093.25,0
0,7,0,4,-69827.625,0
0,7,0,4,-74629.96875,0
0,7,0,4,-57925.125,0
0,7,0,4,-12798.09375,0
0,10,0,4,-13033.5,0
0,10,0,4,3201.386719,0
0,5,0,0,19717.96875,0
0,5,0,0,49356.26953,0
0,5,0,0,49746.71484,0
0,5,0,0,54718.5,0
0,5,0,0,36783.66797,0
0,5,0,0,3930.46875,0
0,2,0,0,5269.042969,0
0,0,0,0,-15109.93359,0
0,0,0,0,-3375.480469,0
0,0,0,0,-1677.667969,0
0,0,0,0,3933.761719,0
1,3,0,0,4294.253906,0
1,7,0,0,6943.464844,0
2,13,0,0,12957.71484,0
2,18,0,0,13081.95703,6
3,26,0,0,2343.480469,11
3,30,0,0,487.125,11
3,30,0,0,1159.875,11
3,32,0,3,2026.183594,11
2,29,0,3,468.28125,11
2,25,0,3,543.7851563,11
1,19,0,3,-9948,11
1,14,0,3,-10243.5,5
0,6,0,3,-7721.027344,0
0,2,0,3,-8213.964844,0
0,4,0,6,-7170.433594,0
1,8,0,3,-6917.496094,0
2,24,0,3,-8290.980469,0
2,24,0,3,-10015.62891,0
2,24,0,3,-1386.175781,0
2,24,0,3,-768,0
2,24,0,3,-550.03125,0
2,24,0,3,-1439.25,0
2,22,0,0,-153.375,0
1,16,0,0,-1742.285156,0
0,0,0,0,20904,0
0,0,0,0,9468.375,0
1,9,0,0,-254.625,1
1,13,0,0,6373.875,1
1,17,0,0,6373.875,1
1,20,0,0,12266.94141,1
1,25,0,0,5320.300781,1
1,29,0,0,3775.59375,1
1,30,0,0,1073.71875,1
1,35,0,0,-2492.496094,1
0,29,0,0,1413.28125,0
0,30,0,0,2396.800781,0
0,29,0,0,3031.40625,0
0,26,0,0,-275.625,0
0,29,0,0,2299.277344,0
0,27,0,0,6690,0
0,28,0,0,4711.816406,0
0,27,0,0,-1081.582031,0
1,90,0,0,6647.519531,0
2,118,0,2,7515,0
2,116,0,2,11127.65625,0
2,120,0,2,5232.199219,0
3,123,0,2,25726.59375,0
3,132,0,2,9090.292969,0
3,131,0,2,8679.316406,0
3,131,0,2,12052.5,0
2,68,0,2,14773.41797,0
1,35,0,0,23003.53125,0
1,43,0,0,5265.84375,0
1,48,0,3,13363.03125,0
0,40,0,3,-5678.988281,0
0,34,0,3,-2127,0
0,40,0,3,-4327.40625,0
0,36,0,3,-3529.5,0
0,33,0,3,-3529.5,0
0,33,0,3,-247.3476563,0
0,26,0,3,-2905.78125,0
0,23,0,0,-3118.371094,0
0,24,0,0,-3076.699219,0
0,19,0,0,-2411.285156,0
0,12,0,0,-1024.582031,0
0,12,0,0,185.1445313,0
0,12,0,0,185.1445313,0
0,12,0,0,977.4492188,0
0,10,0,0,2300.097656,0
0,4,0,0,767.4023438,0
0,0,0,0,684,0
0,0,0,0,644.2382813,0
0,0,0,0,253.6523438,0
0,0,0,0,-31334.82422,0
0,1,0,2,-34618.59375,0
0,1,0,2,-26396.71875,0
0,1,0,2,-30436.21875,0
0,1,0,2,-28045.5,0
0,1,0,2,-19457.53125,0
0,1,0,2,-43593.48047,0
0,1,0,2,-18970.125,0
0,1,0,2,-20233.125,0
0,0,0,0,45064.40625,0
0,4,0,0,102677.5195,0
0,4,0,0,92594.96484,0
0,4,0,0,39587.54297,0
0,4,0,0,27369.09375,0
0,4,0,0,24114.84375,0
0,4,0,0,20366.42578,0
0,4,0,0,14997.01172,0
0,6,0,3,8447.027344,0
0,2,0,3,1754.90625,0
0,2,0,3,2628.082031,0
0,2,0,3,1865.542969,0
0,2,0,3,328.5,0
0,2,0,3,328.5,0
0,2,0,3,64.125,0
0,2,0,3,-73.125,0
1,16,0,0,225.5039063,0
1,16,0,0,950.0742188,0
1,16,0,0,1779.65625,0
2,18,0,0,2695.652344,0
2,18,0,0,3800.25,0
2,18,0,0,3275.71875,0
3,20,0,0,4196.707031,0
4,79,0,0,35012.56641,0
3,63,0,0,34685.61328,0
3,63,0,0,35701.06641,0
3,63,0,0,33580.79297,0
2,61,0,0,32476.125,0
3,63,0,0,30213.75,0
3,63,0,0,25243.125,0
2,61,0,0,24126.31641,0
1,2,0,0,2396.589844,0
1,2,0,0,463.875,0
1,2,0,0,-2956.535156,0
1,2,0,0,-2956.535156,0
2,10,0,0,-4199.34375,1
2,11,1,0,-5112,1
2,11,1,0,-4739.34375,1
2,11,1,0,-5796.46875,1
2,11,1,0,-4461,1
2,11,1,0,-4461,1
3,13,1,0,-3192.691406,1
3,13,1,0,-3192.691406,1
2,5,1,0,-2557.03125,0
1,2,0,0,-2946.503906,0
1,2,0,0,-2265.175781,0
1,2,0,0,-2265.175781,0
1,2,0,0,-3203.261719,0
1,2,0,0,-4987.78125,0
0,0,0,0,-1781.25,0
0,0,0,0,-1526.050781,0
0,0,0,0,-1256.25,0
1,3,0,0,-993.75,0
2,273,0,0,2753739.527,0
2,278,0,0,2692312.887,0
2,278,0,0,2749887.75,0
2,278,0,0,2808960.27,0
2,278,0,0,3003360.855,0
2,278,0,0,3134133.75,0
2,278,0,0,3218654.707,0
1,279,0,0,3100446.035,0
0,12,0,4,-1680.996094,0
0,7,0,4,-822.1289063,0
0,7,0,4,-454.21875,0
0,7,0,4,-555.75,0
0,7,0,4,-1132.59375,0
0,7,0,4,-2523.375,0
0,7,0,4,81,0
0,3,0,4,-34.03125,0
0,0,0,0,72.38671875,0
0,0,0,0,7807.78125,0
0,0,0,0,4100.90625,0
0,0,0,0,2140.417969,0
0,0,0,0,1014.972656,0
0,1,0,2,-2200.59375,0
0,1,0,2,-3229.5,0
0,1,0,2,-3043.875,0
0,1,0,2,-2004.75,0
0,1,0,2,-1288.957031,0
0,1,0,2,-1170.375,0
0,1,0,2,-1994.542969,0
1,4,0,2,14523,0
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
0,4,0,0,-360,0
1,24,0,0,-180,2
2,263,0,0,1856880,3
3,275,0,0,1902098.848,3
3,275,0,0,1934803.781,3
3,271,0,0,2032983.809,3
3,271,0,0,1948590.75,3
3,271,0,0,1979290.875,3
3,271,0,0,1884225.621,3
2,251,0,0,2031493.5,1
1,12,0,0,-508.40625,0
0,0,0,0,-762.9023438,0
0,0,0,0,-11670.43359,0
0,0,0,0,-11060.47266,0
0,0,0,0,2292.574219,0
0,0,0,0,11710.23047,0
0,0,0,0,16979.34375,0
0,0,0,0,25107.84375,0
0,0,0,0,16201.81641,0
0,0,0,0,94.20703125,0
0,0,0,0,94.20703125,0
1,11,0,0,2254.628906,4
1,11,0,0,2157.949219,5
1,15,0,0,4172.15625,5
2,71,0,0,6505.875,7
3,125,0,0,25647.29297,7
3,125,0,0,24059.90625,7
3,125,0,0,21379.125,7
3,125,0,0,19384.81641,7
2,114,0,0,16850.16797,3
2,114,0,0,15228,2
2,110,0,0,17990.15625,2
2,164,0,0,161353.5,1
2,145,0,0,170107.793,1
2,145,0,0,168619.8398,1
2,145,0,0,162587.7305,1
2,145,0,0,164128.875,1
2,145,0,0,174462.375,1
2,145,0,0,187031.3438,1
2,145,0,0,189164.4492,1
1,35,0,0,10646.05078,0
0,0,0,0,-481.7460938,0
0,0,0,0,-551.5195313,0
0,0,0,0,-713.8476563,0
0,0,0,0,-1299.902344,0
0,0,0,0,-2203.769531,0
0,0,0,0,-1842.75,0
0,0,0,0,-1924.03125,0
0,0,0,0,-6.99609375,0
0,0,0,0,63.73828125,0
0,0,0,0,104.4492188,0
0,0,0,0,104.4492188,0
0,0,0,0,89.80078125,0
0,0,0,0,52.88671875,0
0,0,0,0,60.31640625,0
0,0,0,0,26.09765625,0
0,0,0,0,864.75,0
0,0,0,0,1018.03125,0
0,0,0,0,229.21875,0
0,0,0,0,1901.730469,0
0,0,0,0,-302.1210938,0
0,0,0,0,-1650.011719,0
0,0,0,0,-2859.738281,0
0,0,0,0,1076.519531,0
0,0,0,0,1199.496094,0
0,0,0,0,722.1914063,0
0,0,0,0,1096.371094,0
0,0,0,0,1406.25,0
0,0,0,0,276,0
0,0,0,0,399.8085938,0
0,0,0,0,732.8320313,0
0,0,0,0,488.8476563,0
0,0,0,0,87.78515625,0
0,0,0,0,143.8007813,0
0,0,0,0,491.7304688,0
0,0,0,0,987.2929688,0
0,0,0,0,189.8789063,0
0,0,0,0,234.75,0
0,0,0,0,-363.65625,0
0,0,0,0,-39.09375,0
1,21,0,0,-202.78125,0
2,159,0,0,438122.25,0
2,159,0,0,445047.75,0
2,159,0,0,417865.9688,0
2,159,0,0,426946.5938,0
2,159,0,0,409604.3438,0
2,159,0,0,397632,0
3,195,0,0,320196,2
3,175,0,0,299942.9648,2
2,37,0,0,19194.75,2
2,37,0,0,16952.34375,2
3,253,0,0,1436174.051,2
4,259,0,0,1396479.621,2
5,269,0,0,1378333.09,2
5,269,0,0,1425713.098,2
4,234,0,0,1649474.121,1
3,233,0,0,1689626.285,1
3,233,0,0,1701065.25,1
3,233,0,0,1771527.281,1
2,18,0,0,725.4257813,1
1,12,0,0,1019.097656,1
0,2,0,0,803.1210938,1
0,2,0,0,594.3398438,1
0,1,0,0,135.1289063,0
0,2,0,0,184.5585938,0
0,2,0,0,-264.3867188,0
0,2,0,0,-519.1523438,0
1,14,0,0,-498.8320313,0
2,25,0,0,-2666.53125,0
2,25,0,0,-11960.26172,0
3,39,0,0,-7778.964844,0
4,50,0,0,-3290.542969,1
5,54,0,0,216.1054688,1
5,62,0,0,601.4882813,1
5,62,0,0,-365.7070313,1
4,49,0,0,-536.2617188,1
4,54,0,0,12444,1
4,54,0,0,11517.10547,1
3,40,0,0,12767.63672,1
3,83,0,0,16426.875,2
2,78,0,0,22305.12891,2
3,108,0,0,1270172.531,2
3,108,0,0,1247961.094,2
3,108,0,0,1214615.344,2
2,92,0,0,1334469.281,2
2,92,0,0,1250187,2
2,92,0,0,1250187,2
1,42,0,0,1380590.355,0
1,42,0,0,1342751.215,0
0,4,0,0,1133.050781,0
0,4,0,0,940.4882813,0
0,4,0,0,1027.792969,0
0,8,0,0,961.3945313,0
0,8,0,0,-83.21484375,0
1,38,0,0,7147.019531,0
1,40,0,0,6797.566406,0
2,69,0,0,5395.582031,0
2,69,0,0,6171.46875,0
2,69,0,0,7091.15625,0
2,69,0,0,5642.894531,0
3,76,0,0,6538.59375,0
3,76,0,0,6813.75,0
2,46,0,0,4523.90625,0
2,40,0,0,3703.59375,0
1,11,0,0,626.71875,0
1,11,0,0,15,0
1,11,0,0,482.15625,0
1,11,0,0,159.1054688,0
0,0,0,0,-222,0
0,0,0,0,-231.5976563,0
0,0,0,0,14.56640625,0
0,0,0,0,78.08203125,0
0,0,0,0,186.0117188,0
0,0,0,0,0.97265625,0
0,0,0,0,-56.30859375,0
0,0,0,0,-56.30859375,0
0,0,0,0,26.30859375,0
1,12,0,0,798.28125,1
1,17,0,0,2949.84375,2
1,17,0,0,1380,2
1,17,0,0,823.03125,2
1,17,0,0,-6.85546875,2
1,17,0,0,-410.4492188,2
1,17,0,0,101.9882813,2
1,17,0,0,-517.9804688,2
1,8,0,0,-261.9492188,1
1,9,0,0,-357.75,0
1,9,0,0,-1699.03125,0
2,50,0,0,2278.40625,0
2,73,0,0,1491.46875,0
2,73,0,0,3298.125,0
3,86,0,0,6227.625,0
3,93,0,0,-526.125,0
3,102,0,0,-6063.199219,0
4,303,0,0,1777171.113,0
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
1,75,0,0,65913.85547,1
1,75,0,0,71746.41797,1
1,75,0,0,68468.80078,1
1,75,0,0,65676.09375,1
1,75,0,0,62881.875,1
1,160,0,0,663911.707,0
2,205,0,0,570201.8555,0
2,205,0,0,589046.8945,0
2,205,0,0,569073.1055,0
2,205,0,0,539763.4688,0
2,205,0,0,549884.25,0
3,207,0,0,558732.75,0
3,208,0,0,569085.2461,0
2,48,0,0,11527.86328,0
1,3,0,0,1132.160156,0
2,26,0,0,61655.30859,2
2,27,0,0,66249.66797,2
2,45,0,0,65889,2
2,76,0,0,50669.26172,2
1,80,0,0,44455.74609,2
2,89,0,0,32626.125,2
2,113,0,0,22505.625,2
3,119,0,0,22966.81641,2
2,99,0,0,412.5,0
2,102,0,0,0.41015625,0
2,93,0,0,548.90625,0
2,87,0,0,403.4648438,0
3,87,0,0,709.21875,0
2,80,0,0,1949.214844,0
2,60,0,0,1187.800781,0
1,61,0,0,1467.28125,0
1,83,0,0,1162.78125,0
2,85,0,0,1939.03125,0
2,79,0,0,2392.136719,0
3,70,0,0,1700.167969,1
3,99,0,0,33752.40234,3
3,111,0,0,27813.17578,4
3,108,0,0,28058.625,4
3,125,0,0,21320.15625,4
4,106,0,0,26756.71875,4
4,130,0,0,26129.70703,5
5,366,0,0,1265942.637,6
5,468,0,0,941296.5,5
5,447,0,0,1083357,8
6,642,0,0,859178.9883,8
7,653,0,0,834622.582,9
8,661,0,0,757639.125,10
8,665,0,0,755525.4492,11
7,638,0,0,919083.375,10
6,403,0,0,847380.7617,9
5,299,0,0,1052556.656,9
5,319,0,0,981336.457,5
4,142,0,0,-5845.40625,4
4,143,0,0,-5845.40625,3
3,121,0,0,-3153.902344,2
2,122,0,0,-3153.902344,1
2,125,0,0,2899.40625,1
3,168,0,0,3477.09375,1
4,376,0,0,1077058.031,4
3,347,0,0,1164412.535,3
3,346,0,0,1143932.754,3
3,357,0,0,1108818.656,3
4,357,0,0,1127437.875,4
4,348,0,0,1146285,4
4,345,0,0,1181119.488,4
3,301,0,0,1343187.738,4
2,79,0,0,10140.62109,1
3,84,0,0,7818.75,2
4,104,0,0,2419.839844,5
4,230,0,0,364178.707,5
3,220,0,0,383163.293,4
3,218,0,0,389182.6758,4
3,215,0,0,384801.0938,4
3,212,0,0,356506.2188,4
3,212,0,0,339941.25,4
3,241,0,0,328151.7188,3
2,191,0,0,389027.25,0
1,41,0,0,3484.59375,0
2,50,0,0,1370.050781,1
2,50,0,0,1059.761719,1
2,51,0,0,1883.53125,1
2,55,0,0,5358.09375,1
2,59,0,0,7982.15625,1
1,26,0,0,3598.5,1
1,29,0,0,3405.527344,1
1,33,0,0,3025.816406,1
0,30,0,0,11072.34375,0
0,36,0,0,7452.65625,0
0,41,0,0,4414.980469,0
1,50,0,0,2644.582031,1
1,51,0,0,705.75,1
2,189,0,0,251667.2461,1
3,205,0,0,227942.3438,1
3,207,0,0,195448.125,1
3,204,0,0,217755.3164,1
3,198,0,0,244800,1
3,192,0,0,261729,1
3,196,0,0,321972.4688,1
4,209,0,0,303039,2
4,73,0,0,4086.527344,3
4,60,0,0,6652.089844,4
5,62,0,0,-2485.605469,5
6,69,0,0,-4279.5,7
7,82,0,0,-4779.667969,8
8,96,0,0,834.0820313,10
7,79,0,0,-7026.75,9
7,118,0,0,-6188.34375,8
7,343,0,0,1520644.125,9
7,343,0,0,1507098.363,9
7,343,0,0,1485223.406,9
6,334,0,0,1597389,8
6,328,0,0,1651654.406,7
5,319,0,0,1690197.469,6
5,319,0,0,1676512.793,6
4,262,0,0,1880254.969,6
3,29,0,0,-580.6757813,4
2,21,0,0,1029.75,3
1,13,0,0,2552.660156,2
1,12,0,0,2867.613281,1
1,78,0,0,26860.875,1
1,73,0,0,34441.875,0
1,73,0,0,32572.03125,0
1,73,0,0,30978.75,0
1,73,0,0,31187.82422,0
1,73,0,0,31187.82422,0
1,73,0,0,27688.125,0
1,73,0,0,29124.75,0
0,0,0,0,235.0429688,0
0,0,0,0,186.2695313,0
1,57,1,0,24366.09375,0
2,177,1,0,186155.5313,2
2,177,1,0,207388.5,2
2,177,1,0,199598.3438,2
2,177,1,0,200448.5508,2
3,180,1,0,179668.5,2
3,180,1,0,177484.2773,2
3,180,1,0,172701.2461,2
2,123,0,0,213369.293,2
1,4,0,0,-906,0
1,10,0,0,58.86328125,1
1,10,0,0,58.86328125,1
1,10,0,0,58.86328125,1
0,7,0,0,57.75,1
0,7,0,0,75.22265625,1
0,7,0,0,75.22265625,1
0,7,0,0,92.12109375,1
1,10,0,0,101.90625,1
1,4,0,0,6.17578125,0
1,4,0,0,6.17578125,0
1,4,0,0,6.17578125,0
1,4,0,0,-32.14453125,0
1,4,0,0,-34.11328125,0
1,4,0,0,-16.65234375,0
1,4,0,0,-9.75,0
0,2,0,0,-34.96875,0
0,2,0,0,-1482.246094,0
0,2,0,0,-1550.800781,0
0,2,0,0,-1100.214844,0
1,6,0,0,1655.15625,0
2,156,0,0,367173.2813,1
3,280,0,0,393121.4063,2
4,379,0,0,232839.0117,2
4,379,0,0,243331.793,2
4,379,0,0,240775.1133,2
5,470,1,0,69563.33203,3
6,648,1,0,-18800.75391,3
5,644,1,0,-14635.03125,3
4,494,1,0,254318.25,2
3,370,1,0,479905.5,1
2,271,1,0,650719.793,1
2,269,1,0,658510.5938,1
2,269,1,0,630360.2813,1
2,318,0,0,742422.4102,6
2,212,0,0,403454.5195,6
2,214,0,0,398750.9414,6
2,214,0,0,405774,6
2,214,0,0,395343.8438,6
3,218,0,0,382086.7383,6
3,228,0,0,349171.6992,6
3,228,0,0,350105.7188,6
2,88,0,0,19833.46875,0
1,16,0,0,-38.25,0
2,140,0,0,356927.0508,1
3,275,0,0,419551.7813,1
3,275,0,0,431001.1055,1
2,271,0,0,475155.0117,1
3,278,0,0,532338.75,1
4,321,0,0,492435,1
5,324,0,0,531353.25,1
6,389,0,0,408171.6211,1
5,263,0,0,446838.75,0
4,131,0,0,20382.75,0
4,131,0,0,24008.34375,0
5,140,0,0,20874.09375,0
4,124,0,0,24208.13672,0
4,99,0,0,24446.84766,0
3,97,0,0,24446.84766,0
3,42,0,0,2063.25,0
3,42,0,0,2063.25,0
3,41,0,0,2475.457031,0
4,177,0,0,382501.2188,0
4,271,0,0,308300.1563,0
5,387,0,0,180167.3438,0
5,403,0,0,172450.8398,0
5,402,0,0,173010,0
4,392,0,0,187675.957,0
5,400,0,0,160245.5273,1
5,398,0,0,158973.75,1
4,262,0,0,145025.1563,1
4,167,0,0,160875,2
3,52,1,0,2155.605469,2
2,18,1,0,812.53125,2
2,18,1,0,726.75,2
2,18,1,0,848.6835938,2
1,10,1,0,51.57421875,1
1,14,1,0,65.15625,1
2,31,1,0,4932.84375,1
1,32,1,0,4582.40625,0
1,37,0,0,2988.28125,0
2,70,0,0,33936.29297,1
2,115,0,0,102118.5117,1
2,143,0,0,52370.71875,1
2,146,0,0,52348.5,1
2,149,0,0,53759.53125,1
2,160,0,0,64840.5,1
2,151,0,0,69858,1
2,144,0,0,78903,1
1,111,0,0,144153,0
1,66,0,0,64425.09375,0
1,38,0,0,510.6445313,0
1,35,0,0,949.5117188,0
2,112,0,0,61782.75,0
2,162,0,0,66082.5,0
3,186,0,0,56841,0
4,263,0,0,30818.25,0
4,263,0,0,29751.84375,0
4,263,0,0,31103.53125,0
4,263,0,0,22788.375,0
4,263,0,0,22788.375,0
4,191,0,0,37009.95703,1
4,121,0,0,329400,154
3,97,0,0,308451915,1763
3,30,0,0,360646992,3368
4,37,0,0,206414461.2,4855
5,53,0,0,23793622.96,6021
6,71,0,0,23978890.32,6029
6,75,0,0,24540408.28,6037
5,67,0,0,24449898.84,6036
4,59,0,0,29611054.28,5883
5,65,0,0,193536233.3,4275
4,57,0,0,231730771.5,2670
4,59,0,0,128912506.8,1184
4,52,0,0,2341.40625,19
3,34,0,0,75.65625,11
4,41,0,0,-92.90625,3
5,121,0,0,86278.40625,4
5,121,0,0,84169.5,4
5,158,0,0,66250.25391,7
6,163,0,0,59704.04297,7
6,172,0,0,60677.28516,6
5,163,0,0,70427.37891,5
5,163,0,0,69977.26172,5
4,152,0,0,78648.375,5
4,83,0,0,28617.92578,5
4,83,0,0,28617.92578,5
3,40,0,0,248.2382813,1
3,41,0,0,362.3554688,1
3,26,0,0,1105.59375,1
3,31,0,0,719.71875,1
4,34,0,0,103.5,1
5,277,1,0,1668661.816,1
5,507,1,0,2197263.105,3
5,507,1,0,2197263.105,3
6,659,1,0,1331527.09,6
6,722,1,0,1024768.629,7
5,719,1,0,1024768.629,7
5,714,1,0,1004128.98,7
4,711,1,0,1029748.043,7
3,468,0,0,1429263.281,7
2,223,0,0,374398.3477,4
2,223,0,0,362951.8242,4
2,74,0,0,48930.46875,1
1,3,0,0,-786.7617188,0
2,63,0,0,14598.84375,0
3,202,0,0,378820.4648,0
4,426,0,0,1208531.66,4
5,463,0,0,1016811.281,6
5,463,0,0,991537.0664,6
6,467,0,0,974414.918,12
5,469,0,0,991355.3086,12
5,469,0,0,1019883.48,12
4,409,0,0,1189791.246,12
3,270,0,0,1600006.5,12
2,46,0,0,22129.11328,8
1,9,0,0,-489.65625,6
1,9,0,0,57854.625,6
0,5,0,0,51679.16016,0
0,0,0,0,52785.69141,0
1,83,0,0,36658.03125,3
2,138,0,0,11260.34766,5
3,142,0,4,11789.14453,5
3,149,0,14,11789.14453,5
3,149,0,14,11597.66016,5
3,149,0,14,37885.58203,5
3,149,0,14,68238.75,5
3,149,0,14,68023.39453,5
2,66,0,14,18495.28125,2
1,11,0,14,825.9960938,0
1,16,0,10,544.5,1
2,41,0,0,2147.449219,2
3,50,0,0,873.28125,3
3,50,0,0,1841.71875,3
3,50,0,0,1841.71875,3
3,50,0,0,1846.722656,3
3,50,0,0,1769.53125,3
4,58,0,0,425.25,4
3,49,0,0,250.2773438,3
3,58,0,0,3662.71875,2
2,49,0,0,4604.683594,1
3,194,0,0,324991.2188,1
4,222,0,0,294995.9063,1
4,222,0,0,289978.9688,1
