ThirdMomentNumberOfPackets60,SYNCount60,UniqSrcIps60,DNSCount60,TelnetCount60,SSHCount60
495224.2728,98,27,10,311,158
494647.8981,98,27,10,314,158
480000.1877,83,26,8,314,158
454186.8918,70,23,8,314,158
453958.2155,70,23,8,313,160
453560.68,70,23,8,313,162
453454.9,70,23,8,313,162
451267.324,71,23,10,313,164
451267.324,71,23,10,313,164
450557.5447,71,23,10,316,164
450557.5447,71,23,10,316,164
467271.0593,84,25,10,316,168
503648.2693,98,25,10,316,172
502698.1592,98,25,10,316,176
494184.3947,98,25,10,354,175
487284.4259,97,25,10,396,179
476556.4819,98,25,12,427,181
486658.8166,91,24,12,434,183
330021.4993,69,24,12,436,183
328927.9741,69,24,12,438,187
328623.168,69,24,12,438,189
327683.5512,70,25,12,440,191
322410.0885,71,25,12,442,191
322674.1074,71,25,12,444,187
320901.7178,71,25,12,462,178
315255.9427,71,25,12,498,178
310153.2921,71,25,12,524,182
309274.5668,70,25,10,544,186
307632.0348,69,25,8,561,186
305822.2553,69,25,8,583,186
302521.8822,69,25,8,604,188
306325.6746,61,24,8,622,192
304833.3,61,24,8,632,191
309438.4343,61,24,8,612,180
310308.5074,60,24,6,615,174
305796.435,60,24,6,649,167
302008.0137,60,24,6,679,162
299965.5902,61,23,8,685,152
304200.5362,67,23,20,709,145
302092.95,67,24,20,731,137
299469.8743,67,22,20,751,133
301560.4381,62,22,20,781,128
126077.9606,42,20,20,793,123
127535.1813,43,21,20,793,115
127586.7154,43,21,20,795,113
127867.1968,43,21,20,797,109
127919.1781,43,21,20,799,107
128321.3683,43,21,20,801,101
128617.1402,43,21,20,800,98
128510.3398,43,21,20,800,100
128295.1606,43,21,20,802,102
128043.576,43,21,20,802,106
127798.5407,43,21,20,806,107
123908.1613,46,21,26,819,107
124294.0346,46,21,26,813,107
124115.8052,46,21,26,815,107
123571.7173,46,21,26,815,111
124723.926,46,21,26,799,115
121637.6313,46,21,26,737,119
121867.348,44,21,24,725,123
121204.972,45,21,26,718,125
120517.2558,45,21,26,723,129
119635.5045,45,21,26,735,131
117486.1697,45,21,26,753,139
116241.944,45,21,26,768,139
114513.7819,45,21,26,788,141
113498.1188,45,21,26,803,141
113799.6693,44,21,24,805,145
113599.488,44,21,24,805,149
113576.054,44,21,24,802,153
113576.054,44,21,24,802,153
85661.95625,31,21,24,802,155
23676.272,17,19,24,802,153
23626.96566,17,19,24,805,153
24118.22751,18,19,26,764,157
24446.43266,18,19,26,724,153
24667.65066,17,19,24,693,151
24792.46274,17,19,24,686,149
24774.83016,17,19,24,684,149
24910.01401,17,19,24,679,145
24907.33141,17,19,24,682,143
24959.62225,16,19,24,680,141
25863.79425,15,18,24,678,141
25876.89234,15,18,24,676,141
26387.704,15,18,24,661,143
26865.034,15,18,24,635,147
26868.71966,15,18,24,635,147
27868.63168,15,18,24,643,147
27631.63125,15,18,24,649,149
27916.956,16,18,26,651,151
28450.128,16,18,26,633,155
29154.45832,16,18,26,617,155
29309.248,16,18,26,609,159
29702.06816,16,18,26,595,161
30122.548,16,18,26,569,159
30775.84899,16,18,26,544,157
31593.4,16,18,26,520,155
32330.5,15,18,24,520,155
7456.62325,9,18,12,496,151
9890.635991,10,20,12,476,180
1012008.069,33,22,12,460,268
1012993.474,33,22,12,433,291
1012993.474,33,22,12,431,291
1015509.124,31,21,12,434,291
1016549.692,31,21,12,432,289
1016411.276,31,21,12,436,287
1012743.979,31,21,12,456,285
1007322.631,31,21,12,479,287
1061698.3,45,21,12,499,287
1052536.158,53,21,12,520,287
1053098.791,53,21,12,518,287
1053810.856,53,21,12,518,285
1042204.556,53,21,12,575,286
1044511.852,50,21,6,594,286
1044786.12,50,21,6,591,288
1045928.324,51,22,6,582,290
1047329.559,51,22,6,570,288
1051110.04,51,22,6,558,286
1055547.386,53,22,6,542,282
1056457.055,54,22,6,520,282
1064655.107,53,22,4,498,284
1062298.256,55,22,4,490,282
1224449.484,77,24,6,485,280
1219944.692,80,25,6,483,274
1220172.841,80,25,6,482,274
1220172.841,80,25,6,474,272
1225308.333,80,25,6,459,272
1225308.333,82,25,6,460,266
1224063.441,82,25,6,460,264
1224437.935,82,25,6,460,262
1223701.478,82,25,6,462,262
1224672.018,82,25,6,462,260
1224309.504,82,25,6,465,259
1225483.596,82,25,6,462,258
1230501.33,81,25,4,462,252
1230315.844,81,25,4,460,256
1229253.398,81,25,4,460,260
1228175.4,81,25,4,460,264
1228175.4,81,25,4,460,264
1227304.397,81,25,4,460,266
1227662.478,81,25,4,457,268
1227662.478,81,25,4,457,268
1222008.97,82,25,4,457,272
1220896.108,82,25,4,460,272
1452905.955,106,25,4,457,270
1457199.259,106,25,4,447,270
1468967.199,106,25,4,421,268
1488408.348,105,24,4,393,266
1500404.835,105,24,4,367,264
1511547.364,105,24,2,343,262
1514343.541,105,23,2,340,260
1516283.95,105,23,2,338,258
1520012.265,105,24,2,334,254
1522099.058,105,24,2,332,254
1522099.058,105,24,2,328,258
1521298.018,105,24,2,326,262
1514425.792,106,24,2,326,263
1663551.991,131,25,4,322,266
1661766.723,131,25,4,320,268
1683914.213,130,24,4,318,237
852109.0233,107,24,4,360,151
844968.3581,107,24,4,416,126
836511.444,108,23,4,442,126
830259.8827,108,24,4,447,128
828127.625,108,24,4,452,130
815189.112,113,28,8,452,130
821210.432,113,28,8,434,128
827527.852,113,28,8,415,126
785504.728,100,28,10,406,124
794512.298,93,27,10,385,122
791318.072,93,27,10,385,120
791737.5303,93,27,10,385,118
804477.4578,93,27,10,327,116
813300.4545,93,27,10,295,116
813300.4545,93,28,10,297,114
808152.549,93,29,10,294,112
875450.6128,110,30,10,294,110
859364.3713,119,30,10,294,108
859188.9872,117,30,10,298,108
860511.169,117,30,12,301,104
859759.1313,117,30,12,303,100
849826.0968,120,30,12,305,104
685922.5194,99,30,10,300,114
689776.7967,96,28,10,308,113
688359.1926,96,28,10,316,111
688182.7823,96,28,10,330,109
683360.5332,96,28,10,352,107
677851.577,94,28,10,375,111
672172.4979,94,28,10,401,113
661118.9699,95,28,10,430,115
659628.7581,95,28,10,432,119
654599.2943,95,28,10,436,135
649489.9257,95,28,10,435,156
642827.2119,95,28,10,439,179
634619.2438,95,28,10,444,207
627152.9234,95,28,10,452,227
619929.264,96,28,12,455,249
612245.1198,96,28,12,473,263
606150.3074,96,28,12,488,273
601119.7947,97,28,12,497,274
594162.972,97,28,12,511,283
593660.5302,97,28,12,515,283
596703.7655,96,28,12,517,279
595008.9181,96,28,12,520,285
335833.1741,72,27,12,524,289
335420.5727,72,27,12,528,289
332691.6566,73,27,12,530,293
331202.444,73,29,12,538,299
330024.2053,73,29,12,545,303
330854.3861,72,29,12,551,307
328397.9655,73,31,14,566,307
325034.8637,73,31,14,568,313
324430.8754,73,31,14,566,321
323330.7133,74,31,14,562,323
319455.4293,77,31,14,561,327
319952.8825,77,31,14,554,329
321090.3602,76,31,14,552,337
107897.7361,51,29,12,553,341
107996.9435,51,28,12,554,343
107908.4898,51,29,12,548,351
109566.4032,52,30,12,506,355
109861.6845,52,30,12,454,361
111228.7278,51,30,12,432,363
111692.158,51,30,12,436,367
110371.4053,53,31,16,439,371
110949.9238,49,31,12,443,373
110423.7303,49,31,12,454,373
110133.3321,49,31,12,457,373
109507.62,48,31,10,453,373
109654.1488,47,31,10,465,373
109807.8933,47,31,10,475,373
108523.5367,48,31,12,489,373
108490.0323,48,31,12,486,373
107983.6868,48,31,12,495,379
107077.728,48,31,12,503,389
106936.6666,47,31,12,515,401
39985.84251,40,32,12,535,411
72204.97199,40,31,12,569,423
70554.64284,41,32,12,591,431
69581.25532,40,32,16,620,434
68182.92534,40,32,16,650,436
68166.82275,35,32,16,676,432
67917.486,34,32,16,691,460
67427.55,34,32,16,680,503
66762.28125,34,32,16,666,527
67604.27526,34,32,16,650,527
68119.26474,34,32,16,638,529
69378.51141,34,32,16,623,525
70666.50425,34,32,16,609,521
71621.59659,33,32,16,602,517
70005.43807,33,32,16,630,514
68963.79399,34,32,18,662,494
69458.25,34,32,18,678,472
70163.54375,34,32,18,696,446
70885.63249,34,32,18,715,418
71697.20399,34,32,18,729,394
72370.96607,33,32,16,751,368
74102.85926,33,32,16,737,350
75359.532,34,32,16,724,340
75839.27941,34,33,16,716,337
76941.11674,34,33,16,706,326
76941.11674,34,33,16,704,328
76897.34326,34,33,16,702,328
77292.67284,34,33,16,701,320
77438.80251,34,33,16,699,314
77531.14018,34,33,16,695,310
78571.97407,33,32,16,697,304
78136.86332,34,32,16,691,296
77323.39459,35,32,30,686,290
77602.63168,35,32,30,682,284
77163.748,40,32,42,679,280
76963.66326,40,31,42,708,272
75049.03425,41,31,42,740,262
73335.28125,41,30,42,766,258
73273.17593,39,28,44,785,250
72369.29059,39,28,44,807,244
72716.616,39,28,44,803,235
72977.32659,39,28,44,802,228
73120.88382,39,27,44,799,224
73247.83318,39,27,44,801,216
74015.15425,38,27,44,795,208
73550.93299,39,27,46,790,204
72226.22566,39,26,46,812,200
70520.62951,39,26,46,838,194
69459.004,37,26,42,877,188
69518.88882,36,25,42,893,184
70072.14016,36,25,42,878,184
70522.74474,36,25,42,872,184
72982.81875,36,25,42,863,184
73331.78341,36,25,42,851,186
73754.77126,36,25,42,841,186
72633.27807,39,26,42,827,186
72612.13951,39,26,42,830,186
72986.242,39,26,42,833,180
73822.45526,39,26,42,837,170
73759.35099,39,26,42,851,160
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
450.4898241,0,10,469,0,26
447.596,0,10,470,0,26
466.9634074,0,10,460,0,26
464.372,0,10,464,0,26
450.476,0,10,470,0,26
431.9085926,0,10,480,0,26
433.604,0,10,476,0,26
466.9634074,0,10,460,0,26
449.8180741,0,10,466,0,26
409.6834074,0,10,460,0,26
414.5965926,0,10,456,0,26
430.484,0,11,474,0,26
398.7672593,0,11,490,0,26
434.964,0,11,474,0,26
434.964,0,11,474,0,26
435.4043426,0,11,474,0,26
450.4925926,0,11,465,0,26
446.5343426,0,11,474,0,26
449.61875,0,11,474,0,24
484.5525093,0,11,464,0,22
347.9259259,0,11,454,0,18
353.5747407,0,11,464,0,12
358.9261574,0,11,464,0,9
243.3114074,0,11,448,0,4
258.9260741,0,10,444,0,0
258.9260741,0,10,444,0,0
241.412,0,10,454,0,0
241.412,0,10,454,0,0
241.412,0,10,454,0,0
263.228,0,9,444,0,0
263.228,0,9,444,0,0
247.076,0,9,462,0,0
265.0472593,0,9,454,0,0
283.4594074,0,10,444,0,0
280.9512593,0,10,434,0,0
280.9512593,0,10,434,0,0
260.708,0,10,414,0,0
237.9180741,0,10,428,0,0
238.868,0,10,414,0,0
242.2074074,0,10,410,0,0
233.548,0,10,414,0,0
233.548,0,10,414,0,0
187.6259259,0,9,404,0,0
175.6845926,0,9,410,0,0
186.78925,0,9,404,0,0
190.3803241,0,9,400,0,0
205.69075,0,10,384,0,0
190.9558426,0,10,394,0,0
174.3061759,0,10,404,0,0
189.8967407,0,10,394,0,0
189.8967407,0,10,394,0,0
192.9699259,0,10,392,0,0
192.9699259,0,10,392,0,0
189.8967407,0,10,396,0,0
193.6,0,10,394,0,0
207.6619259,0,10,384,0,0
207.71575,0,10,384,0,0
207.71575,0,10,384,0,0
207.71575,0,10,384,0,0
207.71575,0,10,384,0,0
207.71575,0,10,384,0,0
224.3506574,0,10,374,0,0
209.41575,0,10,384,0,0
212.7788241,0,10,380,0,0
212.4106574,0,10,374,0,0
229.57575,0,10,384,0,0
229.57575,0,10,384,0,0
229.57575,0,10,384,0,0
229.57575,0,10,384,0,0
212.4106574,0,10,374,0,0
196.72575,0,10,384,0,0
119.4727407,0,8,360,0,0
94.39792593,0,8,350,0,0
83.80607407,0,8,360,0,0
540.988,1,9,354,20,0
1127.926157,1,9,354,45,0
1122.426509,1,9,352,47,0
1110.869991,1,9,344,47,0
1084.450176,1,9,364,47,0
1084.450176,1,9,364,47,0
1111.95175,1,9,354,47,0
1138.019991,1,9,344,47,0
1133.345009,1,9,348,47,0
1390.71775,1,9,380,47,0
1406.53225,1,9,374,47,0
1361.561324,1,9,394,47,0
1393.777343,1,9,384,47,0
1393.777343,1,9,384,47,0
1386.26925,1,9,384,47,0
1386.26925,1,9,384,47,0
1351.251009,1,9,394,47,0
1357.873157,1,9,386,47,0
1329.784343,1,9,394,47,0
1302.18975,1,8,404,47,0
1999.33275,1,9,394,47,23
2357.63125,1,9,394,47,44
44154.276,2,9,406,92,70
54847.85368,4,10,392,108,90
54165.774,4,10,386,108,110
53883.84632,4,10,396,108,134
53700.40849,4,10,386,108,142
53452.17025,4,10,396,108,142
70121.16475,5,10,386,134,185
118745.392,10,10,392,135,228
125214.5175,10,10,396,135,281
124585.8993,10,10,396,135,286
124672.7073,10,9,396,135,286
125182.7623,10,9,386,135,286
125819.5813,10,9,376,135,286
125819.5813,10,9,376,135,286
125696.4105,10,10,376,135,286
125696.4105,10,10,376,135,286
125459.3408,10,10,378,135,286
125645.9038,10,10,374,135,286
126050.4318,10,10,366,135,286
125619.0505,10,10,376,135,286
125619.0505,10,10,376,135,286
125619.0505,10,10,376,135,286
125619.0505,10,10,376,135,286
125497.9135,10,10,376,135,286
125497.9135,10,10,376,135,286
125497.9135,10,10,376,135,286
126019.1318,10,10,366,135,286
126019.1318,10,10,366,135,286
126545.9,10,10,356,135,286
127532.1612,10,10,340,135,286
127230.4893,10,10,346,135,286
127230.4893,10,10,346,135,286
127230.4893,10,10,346,135,286
127169.3407,10,10,346,135,286
127720.1926,10,10,336,135,286
127571.0812,10,10,340,135,286
127804.8843,10,10,336,135,286
127804.8843,10,10,336,135,286
129581.1573,9,10,342,115,286
131886.3278,9,10,346,90,286
132251.1023,9,10,344,88,286
132950.9813,9,10,332,88,286
133085.512,9,10,330,88,286
132986.0813,9,10,332,88,286
132414.603,9,10,342,88,286
132414.603,9,10,342,88,286
131080.7046,9,10,352,96,286
131948.5034,9,10,322,101,286
131402.036,9,10,332,101,286
132598.6486,9,10,312,101,286
131796.432,9,10,326,101,286
132032.7834,9,10,322,101,286
132157.6,9,10,322,101,286
131487.716,9,10,332,101,286
131487.716,9,10,332,101,286
131487.716,9,10,332,101,286
132032.7834,9,10,322,101,286
132032.7834,9,10,322,101,286
134448.9407,9,10,326,101,263
135961.848,9,10,342,101,242
106845.6738,8,10,330,56,216
99891.59732,6,9,330,40,196
100965.6093,6,9,340,40,176
101560.2783,6,9,340,40,152
101858.4354,6,9,350,40,144
102141.2773,6,10,340,40,144
83060.96875,5,10,350,14,101
19447.9,0,10,344,27,58
425.7645926,0,10,350,27,5
434.2927407,0,9,340,27,0
416.012,0,9,350,27,0
398.4312593,0,9,360,27,0
398.4312593,0,9,360,27,0
386.028,0,9,368,27,0
399.3329907,0,8,364,27,0
380.9939259,0,8,380,27,0
388.9,0,8,378,27,0
388.5234074,0,8,380,27,0
369.7087407,0,9,390,27,0
388.5260741,0,9,400,27,0
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
746.8454074,3,15,18,0,0
746.8454074,3,15,18,0,0
750.136,3,14,18,0,0
751.7281574,3,14,18,0,0
946.0614074,4,15,22,0,0
946.0614074,4,15,22,0,0
941.6259259,4,16,22,0,0
939.6273241,4,16,22,0,0
939.6273241,4,16,22,0,0
939.6273241,4,16,22,0,0
939.6273241,4,16,22,0,0
939.8894074,3,16,16,0,0
939.8894074,3,16,16,0,0
943.888,3,16,16,0,0
950.02325,3,16,16,0,0
951.9740741,3,16,16,0,0
1264.063407,5,16,20,0,0
1311.561926,5,15,20,0,0
1311.561926,5,15,20,0,0
1311.561926,5,15,20,0,0
1311.561926,5,15,20,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
922.9740741,4,15,12,0,0
922.9740741,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
924.9110093,4,15,12,0,0
928.9313241,4,15,12,0,0
928.9313241,4,15,12,0,0
932.96875,4,15,12,0,0
928.9313241,4,15,12,0,0
928.9313241,4,15,12,0,0
928.9313241,4,15,12,0,0
940.282,3,14,8,0,0
944.2405926,3,14,8,0,0
944.2405926,3,14,8,0,0
948.3200741,3,14,8,0,0
850.066,3,13,8,0,0
848.4253426,3,13,8,0,0
848.4253426,3,13,8,0,0
1009.032,4,13,10,0,0
1004.871407,4,14,10,0,0
1006.894009,4,14,10,0,0
1006.894009,4,14,10,0,0
1002.73925,4,14,10,0,0
1002.73925,4,14,10,0,0
1002.73925,4,14,10,0,0
1002.73925,4,14,10,0,0
1002.73925,4,14,10,0,0
1002.73925,4,14,10,0,0
791.066,3,14,6,0,0
791.066,3,14,6,0,0
794.1259259,3,13,6,0,0
795.68675,3,13,6,0,0
795.68675,3,13,6,0,0
795.68675,3,13,6,0,0
792.4639907,3,14,6,0,0
790.906,3,14,6,0,0
790.906,3,14,6,0,0
790.906,3,14,6,0,0
789.3520093,3,15,6,0,0
787.8020741,3,15,6,0,0
353.056,1,13,2,0,0
234.1352593,1,12,2,0,0
234.1352593,1,12,2,0,0
234.1352593,1,12,2,0,0
234.1352593,1,12,2,0,0
233.6259907,1,12,2,0,0
233.6259907,1,12,2,0,0
233.6259907,1,12,2,0,0
233.6259907,1,12,2,0,0
234.1352593,1,12,2,0,0
232.7363426,2,14,4,0,0
232.7363426,2,14,4,0,0
232.7363426,2,14,4,0,0
606.1571759,3,15,4,0,0
684.6220741,4,15,6,0,0
684.6220741,4,15,6,0,0
684.6220741,4,15,6,0,0
38803.1,16,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41495.152,22,18,8,0,0
41532.24726,22,17,8,0,0
41532.24726,22,17,8,0,0
41456.85807,22,17,12,0,0
41456.85807,22,17,12,0,0
41419.85926,22,18,12,0,0
41419.85926,22,18,12,0,0
41419.85926,22,18,12,0,0
41438.55925,22,17,12,0,0
41456.85807,22,17,12,0,0
41456.85807,22,17,12,0,0
41800.70368,21,15,10,0,0
41800.70368,21,15,10,0,0
41800.70368,21,15,10,0,0
41800.70368,21,15,10,0,0
42799.392,23,16,12,0,0
42759.31141,23,17,12,0,0
42759.31141,23,17,12,0,0
42759.31141,23,17,12,0,0
42719.29259,23,17,12,0,0
42719.29259,23,17,12,0,0
42719.29259,23,17,12,0,0
42719.29259,23,17,12,0,0
48321.33584,28,18,14,0,0
239610.1,47,18,14,0,0
316932.0426,62,19,16,0,0
317073.4668,71,19,16,0,0
317258.0072,71,18,16,0,0
312681.1086,75,20,18,0,0
312681.1086,75,20,18,0,0
312681.1086,75,20,18,0,0
312589.2527,75,21,18,0,0
312589.2527,75,21,18,0,0
312589.2527,75,21,18,0,0
312679.5219,75,20,18,0,0
312589.2527,75,20,18,0,0
312589.2527,75,20,18,0,0
312679.5219,75,20,18,0,0
312679.5219,75,20,18,0,0
312679.5219,75,20,18,0,0
312679.5219,75,20,18,0,0
312679.5219,75,20,18,0,0
312679.5219,75,20,18,0,0
312955.3018,74,20,16,0,0
312955.3018,74,20,16,0,0
312955.3018,74,20,16,0,0
315953.451,73,20,16,0,0
317961.3375,72,20,14,0,0
317869.3,72,20,14,0,0
317869.3,72,20,14,0,0
301522.6087,60,18,12,0,0
305028.1914,54,17,12,0,0
305028.1914,54,17,12,0,0
305028.1914,54,17,12,0,0
305028.1914,54,17,12,0,0
305028.1914,54,17,12,0,0
305028.1914,54,17,12,0,0
305110.6515,54,17,12,0,0
305028.1914,54,17,12,0,0
305028.1914,54,17,12,0,0
305028.1914,54,17,12,0,0
304945.7718,54,17,12,0,0
304945.7718,54,17,12,0,0
305282.2428,54,17,8,0,0
305282.2428,54,17,8,0,0
305448.5803,54,16,8,0,0
305282.2428,54,17,8,0,0
305282.2428,54,17,8,0,0
305198.552,54,17,8,0,0
305032.4447,54,17,8,0,0
303631.928,55,18,12,4,0
300982.8405,55,18,16,21,0
299574.0673,55,18,16,31,0
297147.0801,55,18,16,83,0
383103.1238,56,19,38,175,0
382840.25,55,17,56,186,0
381205.9563,55,16,56,196,0
380191.078,55,16,56,200,0
380084.3697,55,16,56,200,0
380296.056,55,16,56,200,0
380084.3697,55,17,56,200,0
380084.3697,55,17,56,200,0
380084.3697,55,17,56,200,0
385008.812,50,17,54,200,0
222542.1732,31,17,54,200,0
140739.3498,16,17,52,200,0
133537.504,7,15,52,200,0
133453.6241,8,15,54,200,0
133033.1313,4,13,52,200,0
132994.2379,4,13,52,200,0
170430.6954,16,14,52,200,0
334273.512,34,15,54,200,0
333810.1598,34,15,54,200,0
333810.1598,34,15,54,200,0
333721.156,34,15,54,200,0
333630.8762,34,16,54,200,0
333541.9621,34,16,54,200,0
336602.7406,41,18,56,200,0
336602.7406,41,18,56,200,0
335819.356,43,18,58,200,0
331084.0803,45,18,58,200,0
331084.0803,45,18,58,200,0
329469.6183,46,19,58,200,0
329469.6183,46,19,58,200,0
381816.448,47,20,214,200,0
2673482.543,47,20,765,200,0
2758940.084,47,20,1018,200,0
2955509.588,47,20,1324,200,0
4100266.068,47,20,1804,200,0
4815286.924,47,20,2248,200,0
5841657.998,53,21,2656,200,0
5990163.348,54,21,3006,200,0
5859836.741,55,21,3266,200,0
5784434.681,55,21,3586,200,0
5814974.908,55,21,3964,200,0
5726866.098,55,21,4315,200,0
5585112.401,55,21,4656,200,0
5361385.766,55,21,4946,200,0
5123263.402,55,21,5226,200,0
4993571.122,55,21,5346,200,0
4935046.164,55,21,5409,200,0
4914785.859,55,21,5436,200,0
4826345.622,55,21,5526,200,0
4641467.611,55,22,5696,200,0
4533421.927,55,22,5806,200,0
4329076.284,55,22,6006,200,0
4128196.49,55,22,6206,200,0
3888342.725,55,22,6496,200,0
3645750.681,55,22,6766,200,0
3460652.964,55,22,6956,200,0
3254592.894,54,22,7172,196,0
3027919.534,54,22,7438,179,0
2837735.15,54,22,7648,169,0
2644903.157,54,22,7928,117,0
2603063.692,53,22,8156,25,0
2595450.681,52,21,8204,14,0
2493086.931,52,21,8340,4,0
2358378.708,52,19,8506,0,0
2178792.431,52,19,8716,0,0
1966196.24,52,19,8976,0,0
1854991.135,52,19,9137,0,0
1787739.956,52,19,9266,0,0
1733014.058,52,19,9388,0,0
1612833.614,52,19,9576,0,0
1541910.162,52,20,9726,0,0
1403194.315,52,20,9956,0,0
1298439.966,52,20,10160,0,0
1237446.896,51,20,10324,0,0
1193307.448,51,20,10484,0,0
1123934.226,51,20,10684,0,0
1144357.176,39,20,10804,0,0
1232351.803,21,19,10932,0,0
1182819.069,21,18,11112,0,0
1180059.036,21,18,11252,0,0
1100875.231,21,17,11502,0,0
1049469.382,21,16,11732,0,0
1040710.475,21,15,11926,0,0
977023.7947,14,15,12140,0,0
982012.7799,14,15,12340,0,0
996784.3067,12,16,12528,0,0
982618.3892,10,15,12708,0,0
1033157.093,10,15,12898,0,0
1085131.329,9,13,13058,0,0
1157412.953,11,17,13230,0,0
1156961.541,11,17,13234,0,0
749560.7926,12,18,12795,0,0
786313.2923,13,19,12682,0,0
833237.808,14,20,12520,0,0
631733.2687,14,20,12190,0,0
486588.3067,21,20,11856,0,0
