"R"," R", "163097","09:09:45.325407","","","ARP","60","172.16.0.1 is at 00:10:7b:38:46:33"
"R"," R", "171965","09:17:35.288153","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=100 Ack=3491 Win=32120 Len=0"
"R"," R", "171966","09:17:35.288316","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "171967","09:17:35.288395","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171968","09:17:35.303400","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3492 Ack=103 Win=32736 Len=0"
"R"," R", "171969","09:17:35.308141","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=103 Ack=3492 Win=32120 Len=0"
"R"," R", "171970","09:17:35.308303","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "171971","09:17:35.308385","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171972","09:17:35.323394","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3495 Ack=104 Win=32736 Len=0"
"R"," R", "171973","09:17:35.328138","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=104 Ack=3495 Win=32120 Len=0"
"R"," R", "171974","09:17:35.328303","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "171975","09:17:35.328382","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171976","09:17:35.343388","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3496 Ack=105 Win=32736 Len=0"
"R"," R", "171977","09:17:35.348137","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=105 Ack=3496 Win=32120 Len=0"
"R"," R", "171978","09:17:35.348296","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "171979","09:17:35.348376","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171980","09:17:35.363385","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3497 Ack=107 Win=32736 Len=0"
"R"," R", "171981","09:17:35.368130","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=107 Ack=3497 Win=32120 Len=0"
"R"," R", "171982","09:17:35.368291","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "171983","09:17:35.368371","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171984","09:17:35.383379","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3499 Ack=109 Win=32736 Len=0"
"R"," R", "171985","09:17:35.388124","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=109 Ack=3499 Win=32120 Len=0"
"R"," R", "171986","09:17:35.388283","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "171987","09:17:35.388361","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171988","09:17:35.403374","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3501 Ack=110 Win=32736 Len=0"
"R"," R", "171989","09:17:35.408127","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=110 Ack=3501 Win=32120 Len=0"
"R"," R", "171990","09:17:35.408305","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "171991","09:17:35.408374","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171992","09:17:35.423384","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3502 Ack=111 Win=32735 Len=0"
"R"," R", "171993","09:17:35.428118","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=111 Ack=3502 Win=32120 Len=0"
"R"," R", "171994","09:17:35.428320","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171995","09:17:35.443379","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3502 Ack=112 Win=32734 Len=0"
"R"," R", "171996","09:17:35.448221","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171997","09:17:35.463379","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3502 Ack=113 Win=32736 Len=0"
"R"," R", "171998","09:17:35.468215","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "171999","09:17:35.483375","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3502 Ack=114 Win=32735 Len=0"
"R"," R", "172000","09:17:35.488209","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172001","09:17:35.503381","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3502 Ack=115 Win=32734 Len=0"
"R"," R", "172002","09:17:35.508210","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172003","09:17:35.523399","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3502 Ack=116 Win=32736 Len=0"
"R"," R", "172004","09:17:35.528235","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172005","09:17:35.533046","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172006","09:17:35.548091","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=118 Ack=3503 Win=32120 Len=0"
"R"," R", "172007","09:17:35.548263","172.16.112.194","194.7.248.153","TELNET","61","Telnet Data ..."
"R"," R", "172008","09:17:35.548344","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172009","09:17:35.563342","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3510 Ack=119 Win=32736 Len=0"
"R"," R", "172010","09:17:35.568091","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=119 Ack=3510 Win=32120 Len=0"
"R"," R", "172011","09:17:35.568240","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172012","09:17:35.568320","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172013","09:17:35.583337","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3511 Ack=122 Win=32736 Len=0"
"R"," R", "172014","09:17:35.588085","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=122 Ack=3511 Win=32120 Len=0"
"R"," R", "172015","09:17:35.588238","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172016","09:17:35.588320","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172017","09:17:35.603334","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3514 Ack=123 Win=32736 Len=0"
"R"," R", "172018","09:17:35.608083","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=123 Ack=3514 Win=32120 Len=0"
"R"," R", "172019","09:17:35.608238","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172020","09:17:35.608318","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172021","09:17:35.623329","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3515 Ack=124 Win=32736 Len=0"
"R"," R", "172022","09:17:35.628083","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=124 Ack=3515 Win=32120 Len=0"
"R"," R", "172023","09:17:35.628236","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172024","09:17:35.628317","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172025","09:17:35.643325","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3516 Ack=126 Win=32736 Len=0"
"R"," R", "172026","09:17:35.648076","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=126 Ack=3516 Win=32120 Len=0"
"R"," R", "172027","09:17:35.648229","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172028","09:17:35.648311","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172029","09:17:35.663322","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3518 Ack=127 Win=32736 Len=0"
"R"," R", "172030","09:17:35.668073","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=127 Ack=3518 Win=32120 Len=0"
"R"," R", "172031","09:17:35.668226","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172032","09:17:35.668306","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172033","09:17:35.683315","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3519 Ack=129 Win=32736 Len=0"
"R"," R", "172034","09:17:35.688068","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=129 Ack=3519 Win=32120 Len=0"
"R"," R", "172035","09:17:35.688220","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172036","09:17:35.688300","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172037","09:17:35.703313","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3521 Ack=130 Win=32736 Len=0"
"R"," R", "172038","09:17:35.708072","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=130 Ack=3521 Win=32120 Len=0"
"R"," R", "172039","09:17:35.708224","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172040","09:17:35.708306","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172041","09:17:35.723309","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3522 Ack=131 Win=32736 Len=0"
"R"," R", "172042","09:17:35.728057","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=131 Ack=3522 Win=32120 Len=0"
"R"," R", "172043","09:17:35.728212","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172044","09:17:35.728291","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172045","09:17:35.743304","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3523 Ack=132 Win=32736 Len=0"
"R"," R", "172046","09:17:35.748056","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=132 Ack=3523 Win=32120 Len=0"
"R"," R", "172047","09:17:35.748208","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172048","09:17:35.748289","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172049","09:17:35.758238","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "172050","09:17:35.758516","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "172051","09:17:35.763307","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3524 Ack=133 Win=32736 Len=0"
"R"," R", "172052","09:17:35.768051","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=133 Ack=3524 Win=32120 Len=0"
"R"," R", "172053","09:17:35.768207","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172054","09:17:35.768287","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172055","09:17:35.778087","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=113 Ack=2237 Win=32120 Len=0"
"R"," R", "172056","09:17:35.783310","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3525 Ack=134 Win=32736 Len=0"
"R"," R", "172057","09:17:35.788051","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=134 Ack=3525 Win=32120 Len=0"
"R"," R", "172058","09:17:35.788237","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172059","09:17:35.788308","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172060","09:17:35.803300","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3526 Ack=136 Win=32736 Len=0"
"R"," R", "172061","09:17:35.808040","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=136 Ack=3526 Win=32120 Len=0"
"R"," R", "172062","09:17:35.808217","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172063","09:17:35.808285","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172064","09:17:35.823302","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3528 Ack=138 Win=32736 Len=0"
"R"," R", "172065","09:17:35.828045","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=138 Ack=3528 Win=32120 Len=0"
"R"," R", "172066","09:17:35.828229","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172067","09:17:35.828298","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172068","09:17:35.843274","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3530 Ack=140 Win=32736 Len=0"
"R"," R", "172069","09:17:35.848032","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=140 Ack=3530 Win=32120 Len=0"
"R"," R", "172070","09:17:35.848175","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172071","09:17:35.848256","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172072","09:17:35.863266","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3532 Ack=141 Win=32736 Len=0"
"R"," R", "172073","09:17:35.868029","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=141 Ack=3532 Win=32120 Len=0"
"R"," R", "172074","09:17:35.868173","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172075","09:17:35.868252","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172076","09:17:35.883264","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3533 Ack=142 Win=32736 Len=0"
"R"," R", "172077","09:17:35.888031","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=142 Ack=3533 Win=32120 Len=0"
"R"," R", "172078","09:17:35.888173","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172079","09:17:35.888254","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172080","09:17:35.903260","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3534 Ack=143 Win=32736 Len=0"
"R"," R", "172081","09:17:35.908018","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=143 Ack=3534 Win=32120 Len=0"
"R"," R", "172082","09:17:35.908162","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172083","09:17:35.908243","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172084","09:17:35.923255","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3535 Ack=144 Win=32736 Len=0"
"R"," R", "172085","09:17:35.928017","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=144 Ack=3535 Win=32120 Len=0"
"R"," R", "172086","09:17:35.928162","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172087","09:17:35.928242","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172088","09:17:35.943250","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3536 Ack=145 Win=32736 Len=0"
"R"," R", "172089","09:17:35.948014","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=145 Ack=3536 Win=32120 Len=0"
"R"," R", "172090","09:17:35.948156","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172091","09:17:35.948236","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172092","09:17:35.963248","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3537 Ack=146 Win=32736 Len=0"
"R"," R", "172093","09:17:35.968007","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=146 Ack=3537 Win=32120 Len=0"
"R"," R", "172094","09:17:35.968150","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172095","09:17:35.968232","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172096","09:17:35.983243","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3538 Ack=147 Win=32736 Len=0"
"R"," R", "172097","09:17:35.988004","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=147 Ack=3538 Win=32120 Len=0"
"R"," R", "172098","09:17:35.988148","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172099","09:17:35.988227","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172100","09:17:36.003238","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3539 Ack=148 Win=32736 Len=0"
"R"," R", "172101","09:17:36.008005","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=148 Ack=3539 Win=32120 Len=0"
"R"," R", "172102","09:17:36.008146","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172103","09:17:36.008226","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172104","09:17:36.023235","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3540 Ack=151 Win=32736 Len=0"
"R"," R", "172105","09:17:36.027998","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=151 Ack=3540 Win=32120 Len=0"
"R"," R", "172106","09:17:36.028139","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172107","09:17:36.028220","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172108","09:17:36.043230","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3543 Ack=153 Win=32736 Len=0"
"R"," R", "172109","09:17:36.047993","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=153 Ack=3543 Win=32120 Len=0"
"R"," R", "172110","09:17:36.048136","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172111","09:17:36.048216","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172112","09:17:36.063226","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3545 Ack=154 Win=32736 Len=0"
"R"," R", "172113","09:17:36.068001","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=154 Ack=3545 Win=32120 Len=0"
"R"," R", "172114","09:17:36.068140","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172115","09:17:36.068221","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172116","09:17:36.083223","172.16.112.194","194.7.248.153","TCP","60","23 → 6109 [ACK] Seq=3546 Ack=155 Win=32736 Len=0"
"R"," R", "172117","09:17:36.087984","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=155 Ack=3546 Win=32120 Len=0"
"R"," R", "172118","09:17:36.088126","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172119","09:17:36.089118","194.7.248.153","172.16.112.194","TELNET","60","Telnet Data ..."
"R"," R", "172120","09:17:36.089638","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172121","09:17:36.107981","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=3551 Win=32120 Len=0"
"R"," R", "172122","09:17:36.108125","172.16.112.194","194.7.248.153","TELNET","60","Telnet Data ..."
"R"," R", "172123","09:17:36.127988","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=3553 Win=32120 Len=0"
"R"," R", "172124","09:17:36.552395","172.16.112.194","194.7.248.153","TELNET","181","Telnet Data ..."
"R"," R", "172125","09:17:36.567894","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=3680 Win=32120 Len=0"
"R"," R", "172126","09:17:36.569269","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172127","09:17:36.570503","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172128","09:17:36.577941","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=6600 Win=32120 Len=0"
"R"," R", "172129","09:17:36.579282","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172130","09:17:36.580513","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172131","09:17:36.581747","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172132","09:17:36.587891","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=10980 Win=32120 Len=0"
"R"," R", "172133","09:17:36.589250","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172134","09:17:36.590483","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172135","09:17:36.591725","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172136","09:17:36.592946","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172137","09:17:36.597923","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=16820 Win=32120 Len=0"
"R"," R", "172138","09:17:36.599289","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172139","09:17:36.600520","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172140","09:17:36.601752","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172141","09:17:36.602995","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172142","09:17:36.604216","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172143","09:17:36.607882","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=24120 Win=30660 Len=0"
"R"," R", "172144","09:17:36.609251","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172145","09:17:36.610481","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172146","09:17:36.611714","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172147","09:17:36.612958","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172148","09:17:36.614178","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172149","09:17:36.615412","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172150","09:17:36.617919","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=32880 Win=29200 Len=0"
"R"," R", "172151","09:17:36.619284","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172152","09:17:36.620516","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172153","09:17:36.621759","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172154","09:17:36.622980","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172155","09:17:36.624212","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172156","09:17:36.625447","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172157","09:17:36.626676","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172158","09:17:36.628539","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=41640 Win=26280 Len=0"
"R"," R", "172159","09:17:36.629882","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172160","09:17:36.631113","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172161","09:17:36.633603","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172162","09:17:36.636388","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172163","09:17:36.638928","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172164","09:17:36.639011","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=47480 Win=29200 Len=0"
"R"," R", "172165","09:17:36.641783","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172166","09:17:36.644325","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172167","09:17:36.647105","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172168","09:17:36.649635","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172169","09:17:36.649715","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=53320 Win=26280 Len=0"
"R"," R", "172170","09:17:36.652486","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172171","09:17:36.656590","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172172","09:17:36.659354","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172173","09:17:36.659435","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=57700 Win=23360 Len=0"
"R"," R", "172174","09:17:36.661996","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172175","09:17:36.664963","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172176","09:17:36.667511","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172177","09:17:36.668028","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=63540 Win=20440 Len=0"
"R"," R", "172178","09:17:36.670363","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172179","09:17:36.673738","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172180","09:17:36.676523","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172181","09:17:36.679069","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172182","09:17:36.679150","194.7.248.153","172.16.112.194","TCP","60","6109 → 23 [ACK] Seq=159 Ack=67920 Win=20440 Len=0"
"R"," R", "172183","09:17:36.681997","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172184","09:17:36.684571","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172185","09:17:36.687333","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
"R"," R", "172186","09:17:36.690056","172.16.112.194","194.7.248.153","TELNET","1514","Telnet Data ..."
